,s,ns,x,y,q.x,q.y,q.z,q.w
0,1651541648,285708326,-2.2624760506899793,-0.5870470424210611,0.0,0.0,0.17960607180851307,0.9837386131333441
0,1651541648,307802235,-2.279642035489002,-0.5894256401322823,0.0,0.0,0.1800675232425972,0.9836542517944385
0,1651541648,332802110,-2.2571223210720484,-0.578480097294651,0.0,0.0,0.17955441555840862,0.9837480428714857
0,1651541648,364088165,-2.236143422393768,-0.5698026705172035,0.0,0.0,0.17828783132288517,0.9839783784220985
0,1651541648,409420969,-2.2460706338627188,-0.5729137301099846,0.0,0.0,0.17895111146789736,0.9838579672414124
0,1651541648,450671017,-2.2322668052639054,-0.5681875659068308,0.0,0.0,0.17904526728359807,0.9838408368548974
0,1651541648,489390991,-2.2398194558569307,-0.5796963194737699,0.0,0.0,0.18027800262885124,0.9836156982115281
0,1651541648,524354474,-2.2871927521467392,-0.5922574946617996,0.0,0.0,0.18153023700422102,0.9833853634527978
0,1651541648,580890839,-2.266731450575971,-0.593417958323215,0.0,0.0,0.18010164672578136,0.9836480045456616
0,1651541648,616395155,-2.2593037885272755,-0.5910544288325663,0.0,0.0,0.18002308506766992,0.9836623855992047
0,1651541648,662007959,-2.2645997215035765,-0.5904320480949532,0.0,0.0,0.18015240182619255,0.9836387101554381
0,1651541648,701163818,-2.2608665505507117,-0.5950088298565107,0.0,0.0,0.18079207862747396,0.9835213390189138
0,1651541648,741095747,-2.2710255092650535,-0.5864795914861759,0.0,0.0,0.18045349255984092,0.983583518072032
0,1651541648,781767110,-2.266850752525116,-0.5947808175750582,0.0,0.0,0.1811893074689263,0.9834482370002657
0,1651541648,853836419,-2.260752589244913,-0.5897188786673919,0.0,0.0,0.18007982941621567,0.9836519989495405
0,1651541648,868083689,-2.2430794565950025,-0.5872019695241255,0.0,0.0,0.18043135493483903,0.9835875793015985
0,1651541648,927537154,-2.2674602553970797,-0.5834106145689741,0.0,0.0,0.18000678000312234,0.9836653694996624
0,1651541648,945506839,-2.27430386236782,-0.5781998524843263,0.0,0.0,0.1784669556868077,0.9839459058951783
0,1651541649,3569618,-2.2549081924674073,-0.578832971972988,0.0,0.0,0.17912123592749718,0.9838270085944001
0,1651541649,46042724,-2.2470653688885194,-0.5776687081002357,0.0,0.0,0.17942265715828976,0.9837720823942194
0,1651541649,81838494,-2.2599617601769104,-0.5915844094549425,0.0,0.0,0.17998774995376055,0.9836688517314058
0,1651541649,125179434,-2.2523833986345374,-0.5866048323361703,0.0,0.0,0.18033342739406755,0.9836055382948535
0,1651541649,161005985,-2.266812954886842,-0.5872229937215526,0.0,0.0,0.17989642203206319,0.9836855581638179
0,1651541649,198972159,-2.2537920237658047,-0.5935493520346862,0.0,0.0,0.1802744806837567,0.983616343710393
0,1651541649,269252588,-2.2592376464966284,-0.59317058232294,0.0,0.0,0.18017230216166227,0.9836350652217349
0,1651541649,303812022,-2.2443493769666465,-0.59116984034923,0.0,0.0,0.1804661279974072,0.9835811998231887
0,1651541649,350733442,-2.269015189845331,-0.6070529385577959,0.0,0.0,0.18187165873873232,0.9833222766456693
0,1651541649,382291593,-2.2718960939513297,-0.5982084186780372,0.0,0.0,0.18007307479612022,0.9836532355121244
0,1651541649,418369827,-2.2606373663453097,-0.5910462373904882,0.0,0.0,0.18000876336169527,0.9836650065510073
0,1651541649,484145564,-2.2177765402318848,-0.5776442680485034,0.0,0.0,0.17988851985349477,0.9836870032814904
0,1651541649,503826346,-2.221930883303249,-0.572267421585245,0.0,0.0,0.17904755275106943,0.9838404209290514
0,1651541649,569557673,-2.2579456626172063,-0.5823296427359843,0.0,0.0,0.17924963990332263,0.9838036219665636
0,1651541649,609714471,-2.2537691648860756,-0.580209143898638,0.0,0.0,0.1792979652212009,0.9837948158368883
0,1651541649,642957931,-2.2516635731320758,-0.5801215415080978,0.0,0.0,0.17933193433183955,0.9837886243135773
0,1651541649,678989962,-2.2384479644773876,-0.5704546190070086,0.0,0.0,0.1788792842665406,0.983871028977015
0,1651541649,739573503,-2.230862458156493,-0.5844247611564664,0.0,0.0,0.17969259610193805,0.9837228120289504
0,1651541649,800660090,-2.22862070667677,-0.5807795331158325,0.0,0.0,0.17863909454376434,0.9839146679974763
0,1651541649,858571015,-2.216565975327409,-0.571207381069075,0.0,0.0,0.17844566847005688,0.9839497667077698
0,1651541649,874362809,-2.2087742116332474,-0.5669246531223359,0.0,0.0,0.17716084450646724,0.9841819116269895
0,1651541649,939968103,-2.2405562384412847,-0.5916496339100386,0.0,0.0,0.18105464217012787,0.9834730380384847
0,1651541649,988694720,-2.255560448299706,-0.5832166889864422,0.0,0.0,0.17945120051786198,0.9837668761615722
0,1651541650,4816844,-2.258616712322512,-0.5841273106564778,0.0,0.0,0.1796269907319465,0.9837347936311825
0,1651541650,48005866,-2.2430576991486095,-0.5726926300728761,0.0,0.0,0.1770807182342937,0.9841963316481254
0,1651541650,99321110,-2.220961495625784,-0.5663112154504664,0.0,0.0,0.17641388855705786,0.9843160772456061
0,1651541650,120876522,-2.221871379409103,-0.5614066533969954,0.0,0.0,0.1769856180187684,0.9842134377331548
0,1651541650,155557286,-2.1973083690243405,-0.5676769884735461,0.0,0.0,0.17807579905551943,0.9840167731246954
0,1651541650,200821938,-2.1671000275916867,-0.563189069376428,0.0,0.0,0.177833602081103,0.9840605723078534
0,1651541650,262551907,-2.168858587972458,-0.5438246646293097,0.0,0.0,0.17591296520406008,0.9844057236084699
0,1651541650,294905134,-2.187646757001369,-0.5332717166974008,0.0,0.0,0.1733856364617033,0.9848540100282732
0,1651541650,346085898,-2.171455375207559,-0.5426502497649597,0.0,0.0,0.1766953978560724,0.984265582237073
0,1651541650,385161766,-2.1529599461822517,-0.5541511705408207,0.0,0.0,0.17747525688304144,0.9841252629590902
