,s,ns,vx,vy,vz,wx,wy,wz,x,y,q.x,q.y,q.z,q.w
0,1651541648,327450732,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,342057768,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,388440563,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,427346307,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,462365464,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,507534735,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,542066333,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,602056984,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,622705909,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,682721164,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,722218872,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,766749498,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,801909310,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,841319604,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,886765323,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
0,1651541648,927551873,0.0,0.0,0.0,0.0,0.0,0.0,25.114939074212096,7.260544102372827,0.0,0.0,-0.5897311150769332,-0.8075996606674107
