,s,ns,V,delta
0,1651541255,868851661,1.7366772890090942,0.3400000035762787
0,1651541255,914767278,1.7366772890090942,0.3400000035762787
0,1651541256,12534496,1.6848883628845215,0.3400000035762787
0,1651541256,22311310,1.7366772890090942,0.3400000035762787
0,1651541256,53937486,1.7366772890090942,0.3400000035762787
0,1651541256,79649247,1.7366772890090942,0.3400000035762787
0,1651541256,132545013,1.7366772890090942,0.3400000035762787
0,1651541256,218027611,1.788466215133667,0.3400000035762787
0,1651541256,275969382,1.8921984434127808,0.3400000035762787
0,1651541256,305171200,1.8921984434127808,0.3400000035762787
0,1651541256,344492257,1.943987488746643,0.3400000035762787
0,1651541256,383188555,1.943987488746643,0.3400000035762787
0,1651541256,429499455,2.047565460205078,0.3400000035762787
0,1651541256,461414910,2.0993545055389404,0.3400000035762787
0,1651541256,488601123,2.0993545055389404,0.3400000035762787
0,1651541256,537689843,2.0993545055389404,0.18854805827140808
0,1651541256,568480693,2.1511433124542236,0.05117220804095268
0,1651541256,583692587,2.202932357788086,0.012423567473888397
0,1651541256,604219255,2.3065104484558105,0.0
0,1651541256,658767404,2.4618773460388184,0.0
0,1651541256,713435604,2.669187545776367,0.0
0,1651541256,817702065,2.979921340942383,0.0
0,1651541256,883245991,3.0834994316101074,0.03355347365140915
0,1651541256,919628958,3.0834994316101074,0.13923445343971252
0,1651541256,951767683,3.0834994316101074,0.20615631341934204
0,1651541256,986403077,3.0834994316101074,0.23433999717235565
0,1651541257,23874077,3.0834994316101074,0.24138329923152924
0,1651541257,82129635,3.0834994316101074,0.2519482374191284
0,1651541257,113125101,3.0834994316101074,0.2554803788661957
0,1651541257,174163920,3.0834994316101074,0.25900202989578247
0,1651541257,231614483,3.0834994316101074,0.26252368092536926
0,1651541257,247160451,3.1354424953460693,0.26252368092536926
0,1651541257,259554785,3.1872315406799316,0.24842660129070282
0,1651541257,278775076,3.239020347595215,0.1533210575580597
0,1651541257,308224258,3.290809392929077,0.005380264949053526
0,1651541257,318247380,3.3425984382629395,0.0
0,1651541257,362370662,3.3425984382629395,0.0
0,1651541257,386250508,3.446176290512085,0.0
0,1651541257,420633676,3.7570643424987793,0.0
0,1651541257,555255293,4.1713762283325195,0.0
0,1651541257,619234537,4.430475234985352,0.0
0,1651541257,626145701,4.378686428070068,0.0
0,1651541257,661002221,4.430475234985352,0.0
0,1651541257,667352395,4.378686428070068,0.0
0,1651541257,678581968,4.430475234985352,0.0
0,1651541257,700347660,4.482264041900635,0.0
0,1651541257,724284587,4.637631416320801,0.0
0,1651541257,729048704,4.741209030151367,0.0
0,1651541257,736048018,4.741209030151367,0.0
0,1651541257,795846821,4.792998313903809,0.0
0,1651541257,802907215,4.792998313903809,0.0
0,1651541257,815309996,4.741209030151367,0.0
0,1651541258,70360706,4.741209030151367,0.0
0,1651541258,145294580,4.741209030151367,0.0
0,1651541258,256270212,4.689420223236084,0.0
0,1651541258,260050700,4.689420223236084,0.0
0,1651541258,272379026,4.689420223236084,0.0
0,1651541258,318928426,4.637631416320801,0.0
0,1651541258,329815799,4.637631416320801,0.0
0,1651541258,339721239,4.637631416320801,0.0
0,1651541258,351601584,4.637631416320801,0.0
0,1651541258,360923444,4.637631416320801,0.0
0,1651541258,395416551,4.689420223236084,0.0
0,1651541258,439711973,4.741209030151367,0.0
0,1651541258,481235622,4.741209030151367,0.0
0,1651541258,547120788,4.741209030151367,0.0
0,1651541258,704344992,4.741209030151367,0.0
0,1651541258,783195946,4.741209030151367,0.0
0,1651541258,857993419,4.689420223236084,0.0
0,1651541258,890366709,4.689420223236084,0.03355347365140915
0,1651541258,948059036,4.689420223236084,0.08992084860801697
0,1651541259,3221642,4.689420223236084,0.1497994065284729
0,1651541259,35645262,4.689420223236084,0.1497994065284729
0,1651541259,46540282,4.689420223236084,0.14275610446929932
0,1651541259,49101200,4.689420223236084,0.11457240581512451
0,1651541259,66150065,4.741209030151367,0.054693859070539474
0,1651541259,76599505,4.741209030151367,0.03355347365140915
0,1651541259,89431836,4.741209030151367,0.0
0,1651541259,101033302,4.689420223236084,0.0
0,1651541259,104781538,4.689420223236084,0.0
0,1651541259,124966294,4.689420223236084,0.0
0,1651541259,234627103,4.689420223236084,0.0
0,1651541259,349342716,4.637631416320801,0.0
0,1651541259,412900186,4.585842132568359,0.0
0,1651541259,465776338,4.585842132568359,0.0
0,1651541259,517312677,4.637631416320801,0.0
0,1651541259,541417681,4.637631416320801,0.0
0,1651541259,544734415,4.689420223236084,0.0
0,1651541259,584610352,4.689420223236084,0.0
0,1651541259,683281592,4.741209030151367,0.0
0,1651541259,752578585,4.689420223236084,0.0
0,1651541259,831465023,4.637631416320801,0.0
0,1651541259,869476920,4.637631416320801,-0.005369783844798803
0,1651541259,916851280,4.637631416320801,-0.03354299068450928
0,1651541259,942243238,4.585842132568359,-0.03706464171409607
0,1651541259,974860627,4.637631416320801,-0.026499688625335693
0,1651541260,24069718,4.585842132568359,0.0
0,1651541260,57011613,4.637631416320801,0.0
0,1651541260,138041322,4.637631416320801,0.0
0,1651541260,178749353,4.637631416320801,0.0
0,1651541260,238014554,4.637631416320801,0.0
0,1651541260,286377023,4.637631416320801,-0.015934737399220467
0,1651541260,307661683,4.637631416320801,-0.04764007404446602
0,1651541260,310709136,4.637631416320801,-0.0546833761036396
0,1651541260,346999538,4.637631416320801,-0.06172667816281319
0,1651541260,388483127,4.637631416320801,-0.04764007404446602
0,1651541260,506616743,4.534053325653076,0.0
0,1651541260,512577074,4.534053325653076,0.0
0,1651541260,522213872,4.534053325653076,0.0
0,1651541260,580646210,4.585842132568359,0.0
0,1651541260,672966797,4.637631416320801,0.0
0,1651541260,708863260,4.585842132568359,0.0
0,1651541260,735522367,4.585842132568359,0.0
0,1651541260,818913240,4.637631416320801,0.0
0,1651541260,830018252,4.637631416320801,0.0
0,1651541260,861098828,4.585842132568359,0.0
0,1651541260,867530624,4.585842132568359,0.0
0,1651541260,869007188,4.585842132568359,0.0
0,1651541260,878666544,4.637631416320801,0.0
0,1651541260,890366079,4.585842132568359,0.0
0,1651541260,935024851,4.534053325653076,0.0
0,1651541260,971196579,4.585842132568359,0.0
0,1651541261,153719439,4.534053325653076,0.0
0,1651541261,194043131,4.585842132568359,0.0
0,1651541261,255280518,4.534053325653076,0.0
0,1651541261,357225169,4.585842132568359,0.0
0,1651541261,369697990,4.534053325653076,0.0
0,1651541261,392108375,4.534053325653076,0.0
0,1651541261,402515420,4.534053325653076,0.0
0,1651541261,486284778,4.534053325653076,0.0
0,1651541261,574225170,4.534053325653076,0.01594521850347519
0,1651541261,616926538,4.534053325653076,0.01946686953306198
0,1651541261,650841376,4.534053325653076,0.026510171592235565
0,1651541261,683762442,4.534053325653076,0.0441289059817791
0,1651541261,762078034,4.534053325653076,0.06525881588459015
0,1651541261,803414793,4.534053325653076,0.07582376897335052
0,1651541261,878665557,4.534053325653076,0.07582376897335052
0,1651541261,955231785,4.534053325653076,0.0441289059817791
0,1651541261,965243036,4.534053325653076,0.030031822621822357
0,1651541262,39801754,4.482264041900635,0.022988520562648773
0,1651541262,111231523,4.534053325653076,0.022988520562648773
0,1651541262,155270783,4.482264041900635,0.022988520562648773
0,1651541262,192439099,4.482264041900635,0.022988520562648773
0,1651541262,206177692,4.482264041900635,0.022988520562648773
0,1651541262,248463908,4.482264041900635,0.022988520562648773
0,1651541262,280173435,4.482264041900635,0.022988520562648773
0,1651541262,371578608,4.482264041900635,0.022988520562648773
0,1651541262,406200852,4.534053325653076,0.01946686953306198
0,1651541262,442205527,4.482264041900635,0.0
0,1651541262,469961466,4.482264041900635,0.0
0,1651541262,550111405,4.482264041900635,0.0
0,1651541262,613621744,4.482264041900635,0.0
0,1651541262,666380469,4.482264041900635,0.0
0,1651541262,683722484,4.482264041900635,0.0
0,1651541262,704814813,4.430475234985352,0.0
0,1651541262,726615413,4.430475234985352,0.0
0,1651541262,745516542,4.430475234985352,0.0
0,1651541262,827424932,4.430475234985352,0.0
0,1651541262,871717923,4.430475234985352,0.0
0,1651541262,895379938,4.482264041900635,0.0
0,1651541262,914074275,4.430475234985352,0.0
0,1651541262,929841976,4.482264041900635,0.0
0,1651541262,938790887,4.482264041900635,0.0
0,1651541262,950353926,4.430475234985352,0.0
0,1651541262,961345575,4.430475234985352,0.0
0,1651541262,968202121,4.482264041900635,0.0
0,1651541262,982266501,4.430475234985352,0.0
0,1651541262,990215144,4.430475234985352,0.0
0,1651541263,45564800,4.430475234985352,0.0
0,1651541263,95442005,4.430475234985352,0.0
0,1651541263,168870102,4.430475234985352,0.0
0,1651541263,210035457,4.430475234985352,0.0
0,1651541263,532541838,4.430475234985352,0.0
0,1651541263,594382035,4.430475234985352,0.0
0,1651541263,646410670,4.430475234985352,0.0
0,1651541263,670544630,4.430475234985352,0.0
0,1651541263,695897584,4.378686428070068,0.0
0,1651541263,701615863,4.378686428070068,0.0
0,1651541263,712902198,4.430475234985352,0.0
0,1651541263,747507867,4.430475234985352,0.0
0,1651541263,789928852,4.430475234985352,0.0
0,1651541263,841550558,4.430475234985352,0.0
0,1651541263,896973294,4.430475234985352,0.0
0,1651541263,945616594,4.430475234985352,0.0
0,1651541263,998618555,4.430475234985352,0.0
0,1651541264,29271405,4.430475234985352,0.0
0,1651541264,50452077,4.378686428070068,0.0
0,1651541264,60689510,4.378686428070068,0.0
0,1651541264,113355190,4.378686428070068,0.0
0,1651541264,163118104,4.378686428070068,0.0
0,1651541264,215935351,4.378686428070068,0.0
0,1651541264,266058288,4.378686428070068,0.0
0,1651541264,308534466,4.378686428070068,0.0
0,1651541264,341773446,4.430475234985352,0.0
0,1651541264,353464246,4.430475234985352,0.0
0,1651541264,406554869,4.430475234985352,0.0
0,1651541264,437340152,4.430475234985352,0.0
0,1651541264,540881193,4.430475234985352,0.0
0,1651541264,624659286,4.378686428070068,0.0
0,1651541264,671972181,4.378686428070068,0.0
0,1651541264,719660744,4.430475234985352,0.0
0,1651541264,766646510,4.378686428070068,0.0
0,1651541264,788226815,4.430475234985352,0.0
0,1651541264,850571881,4.430475234985352,0.0
0,1651541264,911910985,4.378686428070068,0.0
0,1651541264,965506701,4.430475234985352,0.0
0,1651541265,16426793,4.430475234985352,0.0
0,1651541265,24515835,4.378686428070068,0.0
0,1651541265,38523070,4.378686428070068,0.0
0,1651541265,49438120,4.430475234985352,0.0
0,1651541265,92712125,4.430475234985352,0.0
0,1651541265,188677536,4.378686428070068,0.0
0,1651541265,319501419,4.378686428070068,-0.01945638842880726
0,1651541265,380937567,4.378686428070068,-0.03706464171409607
0,1651541265,391534382,4.378686428070068,-0.03354299068450928
0,1651541265,402931264,4.378686428070068,-0.03354299068450928
0,1651541265,412371062,4.378686428070068,-0.03354299068450928
0,1651541265,415296257,4.378686428070068,-0.03354299068450928
0,1651541265,532453826,4.378686428070068,0.0
0,1651541265,699453501,4.378686428070068,0.0
0,1651541265,747037980,4.378686428070068,0.0
0,1651541265,804182276,4.326743125915527,0.0
0,1651541265,854987469,4.378686428070068,0.0
0,1651541265,932094561,4.326743125915527,0.0
0,1651541265,979886953,4.378686428070068,0.0
0,1651541266,9768116,4.326743125915527,0.0
0,1651541266,49602394,4.378686428070068,0.0
0,1651541266,61778449,4.326743125915527,0.0
0,1651541266,103684614,4.326743125915527,0.0
0,1651541266,121683799,4.378686428070068,0.0
0,1651541266,139449060,4.378686428070068,0.0
0,1651541266,144251766,4.326743125915527,0.0
0,1651541266,154423030,4.326743125915527,0.0
0,1651541266,205409674,4.326743125915527,0.0
0,1651541266,226069638,4.326743125915527,0.0
0,1651541266,246433605,4.274954319000244,0.0
0,1651541266,249751491,4.274954319000244,0.0
0,1651541266,254764540,4.274954319000244,0.0
0,1651541266,267929056,4.274954319000244,0.0
0,1651541266,319833385,4.274954319000244,0.0
0,1651541266,373450891,4.274954319000244,0.0
0,1651541266,424364455,4.274954319000244,0.0
0,1651541266,580128765,4.274954319000244,0.0
0,1651541266,682102372,4.274954319000244,0.0
0,1651541266,735594869,4.274954319000244,0.0
0,1651541266,798961960,4.223165035247803,0.0
0,1651541266,809957801,4.223165035247803,0.0
0,1651541266,813542152,4.274954319000244,0.0
0,1651541266,833885577,4.223165035247803,0.0
0,1651541266,843923065,4.223165035247803,0.0
0,1651541266,854325567,4.223165035247803,0.0
0,1651541266,865080411,4.274954319000244,0.0
0,1651541266,896532496,4.274954319000244,0.0
0,1651541266,937636930,4.274954319000244,0.0
0,1651541266,949029268,4.274954319000244,0.0
0,1651541267,104670,4.274954319000244,0.0
0,1651541267,59205378,4.274954319000244,0.0
0,1651541267,110293002,4.274954319000244,0.0
0,1651541267,134062972,4.274954319000244,0.0
0,1651541267,184737748,4.274954319000244,0.0
0,1651541267,237241880,4.274954319000244,0.0
0,1651541267,281221115,4.274954319000244,0.0
0,1651541267,321709236,4.274954319000244,0.0
0,1651541267,353212643,4.274954319000244,0.0
0,1651541267,404052520,4.274954319000244,0.0
0,1651541267,457234780,4.274954319000244,0.0
0,1651541267,494279398,4.274954319000244,0.0
0,1651541267,545921870,4.274954319000244,0.0
0,1651541267,599673568,4.274954319000244,0.0
0,1651541267,655660046,4.274954319000244,0.0
0,1651541267,707287671,4.274954319000244,0.0
0,1651541267,759854291,4.274954319000244,0.0
0,1651541267,812081111,4.274954319000244,0.0
0,1651541267,863422721,4.274954319000244,0.0
0,1651541267,915594795,4.274954319000244,0.0
0,1651541267,966064667,4.274954319000244,0.0
0,1651541268,18924757,4.274954319000244,0.0
0,1651541268,72664361,4.274954319000244,0.0
0,1651541268,125834175,4.274954319000244,0.0
0,1651541268,185766754,4.274954319000244,0.0
0,1651541268,241209135,4.274954319000244,0.0
0,1651541268,289507260,4.274954319000244,0.0
0,1651541268,345399957,4.274954319000244,0.0
0,1651541268,401274928,4.274954319000244,0.0
0,1651541268,455434355,4.274954319000244,0.0
0,1651541268,511340074,4.274954319000244,0.0
0,1651541268,552563630,4.274954319000244,0.0018586142687126994
0,1651541268,554324353,4.274954319000244,0.0018586142687126994
0,1651541268,563164125,4.274954319000244,0.005380264949053526
0,1651541268,611921940,4.274954319000244,0.00890191551297903
0,1651541268,627627633,4.274954319000244,0.00890191551297903
0,1651541268,632851249,4.274954319000244,0.00890191551297903
0,1651541268,685837340,4.274954319000244,0.0
0,1651541268,919131893,4.274954319000244,0.005380264949053526
0,1651541268,963308897,4.274954319000244,0.026510171592235565
0,1651541269,26136243,4.274954319000244,0.058215510100126266
0,1651541269,29594305,4.274954319000244,0.058215510100126266
0,1651541269,37665686,4.274954319000244,0.058215510100126266
0,1651541269,47790556,4.274954319000244,0.054693859070539474
0,1651541269,58273400,4.274954319000244,0.058215510100126266
0,1651541269,70590687,4.274954319000244,0.058215510100126266
0,1651541269,82154014,4.274954319000244,0.054693859070539474
0,1651541269,91069393,4.274954319000244,0.05117220804095268
0,1651541269,107798422,4.274954319000244,0.03355347365140915
0,1651541269,124580054,4.274954319000244,0.0
0,1651541269,180458544,4.274954319000244,0.0
0,1651541269,234076370,4.274954319000244,0.0
0,1651541269,282866758,4.274954319000244,0.0
0,1651541269,335344236,4.274954319000244,0.0
0,1651541269,391434318,4.274954319000244,0.0
0,1651541269,426034516,4.223165035247803,0.0
0,1651541269,442185661,4.223165035247803,0.0
0,1651541269,490029311,4.223165035247803,0.0
0,1651541269,553650549,4.223165035247803,0.0
0,1651541269,593132675,4.223165035247803,0.0
0,1651541269,644274213,4.223165035247803,0.0
0,1651541269,696915320,4.223165035247803,0.0
0,1651541269,747218716,4.223165035247803,0.0
0,1651541269,798059840,4.223165035247803,0.0
0,1651541269,851587181,4.223165035247803,0.0
0,1651541269,908047108,4.223165035247803,0.0
0,1651541269,967809659,4.223165035247803,0.0
0,1651541270,21641123,4.223165035247803,0.0
0,1651541270,74103852,4.223165035247803,0.0
0,1651541270,125849895,4.223165035247803,0.0
0,1651541270,178115526,4.223165035247803,0.0
0,1651541270,229674071,4.223165035247803,0.0
0,1651541270,293152350,4.274954319000244,0.0
0,1651541270,342344515,4.274954319000244,0.0
0,1651541270,395186911,4.274954319000244,0.0
0,1651541270,449664828,4.274954319000244,0.0
0,1651541270,503773765,4.223165035247803,0.0
0,1651541270,514554846,4.223165035247803,0.0
0,1651541270,566911443,4.223165035247803,0.0
0,1651541270,624003072,4.223165035247803,0.0
0,1651541270,683967680,4.223165035247803,0.0
0,1651541270,736414026,4.223165035247803,0.0
0,1651541270,789109143,4.223165035247803,0.0
0,1651541270,848839185,4.223165035247803,0.0
0,1651541270,899608287,4.223165035247803,0.0
0,1651541270,949980698,4.223165035247803,0.0
0,1651541271,4933728,4.274954319000244,0.0
0,1651541271,57798682,4.274954319000244,0.0
0,1651541271,111640545,4.274954319000244,0.0
0,1651541271,168098681,4.274954319000244,0.0
0,1651541271,219972453,4.274954319000244,0.0
0,1651541271,412172395,4.378686428070068,0.0
0,1651541271,465794509,4.378686428070068,0.0
0,1651541271,487351041,4.378686428070068,0.0
0,1651541271,524726468,4.326743125915527,0.0
0,1651541271,600234803,4.326743125915527,0.0
0,1651541271,646195792,4.378686428070068,0.0
0,1651541271,655342535,4.378686428070068,0.0
0,1651541271,704950396,4.326743125915527,0.0
0,1651541271,716179105,4.326743125915527,0.0
0,1651541271,725871226,4.326743125915527,0.0
0,1651541271,736121489,4.326743125915527,0.0
0,1651541271,746301009,4.378686428070068,0.0
0,1651541271,799411693,4.378686428070068,0.0
0,1651541271,853253589,4.430475234985352,0.0
0,1651541271,864349002,4.378686428070068,0.0
0,1651541271,873107247,4.430475234985352,0.0
0,1651541271,927576878,4.430475234985352,0.0
0,1651541272,146419544,4.430475234985352,0.0
0,1651541272,191674598,4.430475234985352,0.0
0,1651541272,376805858,4.430475234985352,-0.0018481331644579768
0,1651541272,396579653,4.430475234985352,-0.008891434408724308
0,1651541272,406980523,4.430475234985352,-0.008891434408724308
0,1651541272,459455122,4.430475234985352,-0.012413086369633675
0,1651541272,474913963,4.430475234985352,-0.012413086369633675
0,1651541272,550945341,4.378686428070068,0.0
0,1651541272,656847195,4.378686428070068,0.0
0,1651541272,731721747,4.378686428070068,-0.026499688625335693
0,1651541272,741196389,4.378686428070068,-0.030021339654922485
0,1651541272,750892029,4.326743125915527,-0.03354299068450928
0,1651541272,761711346,4.378686428070068,-0.03706464171409607
0,1651541272,775526571,4.326743125915527,-0.03706464171409607
0,1651541272,797738290,4.378686428070068,-0.03706464171409607
0,1651541272,805658073,4.326743125915527,-0.03354299068450928
0,1651541272,825248753,4.326743125915527,-0.03706464171409607
0,1651541272,844137692,4.326743125915527,0.0
0,1651541272,943058918,4.326743125915527,0.0
0,1651541273,212511791,4.326743125915527,0.0
0,1651541273,347187865,4.223165035247803,0.0
0,1651541273,405748860,4.274954319000244,0.0
0,1651541273,407571112,4.274954319000244,0.0
0,1651541273,417008446,4.223165035247803,0.0
0,1651541273,426879425,4.274954319000244,0.0
0,1651541273,438340012,4.274954319000244,0.0
0,1651541273,453017344,4.274954319000244,0.0
0,1651541273,454571691,4.223165035247803,0.0
0,1651541273,470360894,4.223165035247803,0.0
0,1651541273,480890741,4.223165035247803,0.0
0,1651541273,498958175,4.274954319000244,0.0
0,1651541273,648257380,4.274954319000244,0.0
0,1651541273,704336711,4.274954319000244,0.0
0,1651541273,765335982,4.223165035247803,0.0
0,1651541273,776203037,4.223165035247803,0.0
0,1651541273,828786007,4.223165035247803,0.0
0,1651541273,889893905,4.223165035247803,0.0
0,1651541273,976959967,4.223165035247803,0.0
0,1651541274,155462878,4.274954319000244,0.0
0,1651541274,290255547,4.223165035247803,0.0
0,1651541274,301063889,4.223165035247803,0.0
0,1651541274,306013233,4.274954319000244,0.0
0,1651541274,341897378,4.223165035247803,0.0
0,1651541274,361709345,4.274954319000244,0.0
0,1651541274,379995442,4.223165035247803,0.0
0,1651541274,393992341,4.223165035247803,0.0
0,1651541274,530127606,4.223165035247803,0.0
0,1651541274,541101273,4.223165035247803,0.0
0,1651541274,718750875,4.223165035247803,0.0
0,1651541274,821797926,4.223165035247803,0.0
0,1651541274,870357492,4.1713762283325195,0.0
0,1651541274,900131691,4.223165035247803,0.00890191551297903
0,1651541274,901304675,4.1713762283325195,0.022988520562648773
0,1651541274,976516980,4.223165035247803,0.04765055701136589
0,1651541275,108398787,4.1713762283325195,0.026510171592235565
0,1651541275,169726596,4.1713762283325195,0.01594521850347519
0,1651541275,205139340,4.1713762283325195,0.005380264949053526
0,1651541275,255043133,4.1713762283325195,0.0
0,1651541275,307337977,4.223165035247803,0.0
0,1651541275,374908035,4.223165035247803,0.0
0,1651541275,430968232,4.1713762283325195,0.0
0,1651541275,474312309,4.223165035247803,0.0
0,1651541275,524186474,4.1713762283325195,0.0
0,1651541275,559171812,4.1713762283325195,0.0
0,1651541275,593828867,4.1713762283325195,0.0
0,1651541275,622262327,4.1713762283325195,0.0
0,1651541275,685912425,4.223165035247803,0.0
0,1651541275,742726135,4.1713762283325195,0.0
0,1651541275,806072269,4.223165035247803,0.0
0,1651541275,890221166,4.1713762283325195,0.0
0,1651541275,924318543,4.223165035247803,0.0
0,1651541275,961966738,4.1713762283325195,0.0
0,1651541275,983002915,4.223165035247803,0.0
0,1651541276,37453091,4.1713762283325195,0.0
0,1651541276,49658359,4.1713762283325195,0.0
0,1651541276,100747743,4.223165035247803,0.0
0,1651541276,155759966,4.274954319000244,0.0
0,1651541276,286522928,4.430475234985352,0.0
0,1651541276,372014293,4.637631416320801,0.0
0,1651541276,417884220,4.585842132568359,0.0
0,1651541276,483055037,4.585842132568359,0.0
0,1651541276,540096720,4.637631416320801,0.0
0,1651541276,567364172,4.637631416320801,0.0
0,1651541276,611209566,4.637631416320801,0.0
0,1651541276,699705414,4.637631416320801,0.0
0,1651541276,720640514,4.637631416320801,0.0
0,1651541276,784720674,4.689420223236084,0.0
0,1651541276,794725622,4.637631416320801,0.0
0,1651541276,816334692,4.637631416320801,0.0
0,1651541276,839990116,4.585842132568359,0.0
0,1651541276,876023587,4.637631416320801,0.0
0,1651541276,999929427,4.585842132568359,0.0
0,1651541277,77441336,4.585842132568359,0.0
0,1651541277,91130143,4.585842132568359,0.0
0,1651541277,152287572,4.637631416320801,0.0
0,1651541277,189237129,4.741209030151367,0.0
0,1651541277,294354178,4.689420223236084,0.0
0,1651541277,340000835,4.689420223236084,0.0
0,1651541277,391875759,4.741209030151367,0.0
0,1651541277,444361365,4.689420223236084,0.0
0,1651541277,498138084,4.637631416320801,0.0
0,1651541277,547712860,4.585842132568359,0.0
0,1651541277,590110167,4.585842132568359,0.0
0,1651541277,616956899,4.585842132568359,0.0
0,1651541277,627974017,4.637631416320801,0.0
0,1651541277,651585990,4.637631416320801,0.0
0,1651541277,659541704,4.637631416320801,0.0
0,1651541277,713477381,4.637631416320801,0.0
0,1651541277,800691169,4.637631416320801,0.0
0,1651541277,916643374,4.585842132568359,0.0
0,1651541277,938112716,4.637631416320801,0.0
0,1651541278,2249894,4.585842132568359,0.0
0,1651541278,80714173,4.534053325653076,0.01594521850347519
0,1651541278,178850978,4.534053325653076,0.058215510100126266
0,1651541278,253497077,4.534053325653076,0.06173716112971306
0,1651541278,304804708,4.534053325653076,0.040607254952192307
0,1651541278,362434898,4.534053325653076,0.03707512468099594
0,1651541278,419770659,4.534053325653076,0.040607254952192307
0,1651541278,444193354,4.534053325653076,0.030031822621822357
0,1651541278,504645808,4.534053325653076,0.01946686953306198
0,1651541278,549173235,4.534053325653076,0.012423567473888397
0,1651541278,612593408,4.534053325653076,0.01946686953306198
0,1651541278,646866028,4.534053325653076,0.06878046691417694
0,1651541278,702938704,4.534053325653076,0.11105075478553772
0,1651541278,713045912,4.534053325653076,0.11105075478553772
0,1651541278,815108725,4.534053325653076,0.11105075478553772
0,1651541278,917220301,4.534053325653076,0.11105075478553772
0,1651541278,996667985,4.534053325653076,0.13923445343971252
