,s,ns,x,y,q.x,q.y,q.z,q.w
0,1651541251,826046273,0.018306674093939306,0.29085447297527434,0.0,0.0,0.1495081469947655,0.9887604937406185
0,1651541251,837934554,0.020519171227305715,0.2921373250775016,0.0,0.0,0.15003934655833634,0.9886800263403461
0,1651541251,848558086,0.011861584334516308,0.2923981266949322,0.0,0.0,0.14924294584754524,0.9888005578046296
0,1651541251,898594088,0.017113470846671586,0.29593672878624083,0.0,0.0,0.1485676437615478,0.9889022475589495
0,1651541251,934799572,0.014337679878731,0.3087536858665282,0.0,0.0,0.1474317250149108,0.989072235207888
0,1651541251,991826441,0.013557903312305086,0.3033680337177817,0.0,0.0,0.14848237228704775,0.9889150545522151
0,1651541252,35777104,0.010909946366809609,0.3040788695894801,0.0,0.0,0.14833936317916174,0.9889365163303461
0,1651541252,71888295,0.00588787762076575,0.29803928272866653,0.0,0.0,0.147654389921874,0.9890390190163375
0,1651541252,104661250,0.015473327269398271,0.2893331182336692,0.0,0.0,0.1496807181864188,0.9887343842525139
0,1651541252,167774355,0.02586374667189598,0.2779422845031102,0.0,0.0,0.15215454618490837,0.9883567139829954
0,1651541252,190170469,0.026007469150968358,0.27581563711635565,0.0,0.0,0.15240575009855578,0.9883180092140872
0,1651541252,231760703,0.014831689537506071,0.2881652401550254,0.0,0.0,0.15103955320533102,0.9885277200804912
0,1651541252,273565631,0.01638610903008489,0.2854223214331089,0.0,0.0,0.1514690935682992,0.9884619940562196
0,1651541252,288384195,0.017805760179553227,0.2830360331054207,0.0,0.0,0.15024409522222273,0.9886489325594074
0,1651541252,375475246,0.0178742520098777,0.28448761334411443,0.0,0.0,0.14971071580107703,0.9887298425628354
0,1651541252,407585623,0.01866152181776305,0.2788896125956027,0.0,0.0,0.1514976791224119,0.9884576132644852
0,1651541252,474108763,0.01510324054600057,0.29571939791065166,0.0,0.0,0.1483403055049033,0.9889363749820875
0,1651541252,522791899,0.017946336741703876,0.3079782657567931,0.0,0.0,0.148143887817304,0.9889658176612446
0,1651541252,551930237,0.024824974805749783,0.2934768537784876,0.0,0.0,0.1491809302847272,0.9888099160300646
0,1651541252,585615694,0.026523156422441983,0.3005879059548425,0.0,0.0,0.1485054519460616,0.988911588941244
0,1651541252,620179993,0.022533247472236895,0.29717080180905603,0.0,0.0,0.14875045954355423,0.9888747649655043
0,1651541252,646853465,0.018517506706778215,0.29972427525843787,0.0,0.0,0.14909028809287322,0.9888235868932254
0,1651541252,708065864,0.014497117642505067,0.28988167233051637,0.0,0.0,0.14981233190702592,0.9887144507938473
0,1651541252,771070054,0.01460480020438473,0.2957911110520315,0.0,0.0,0.1487987842904825,0.9888674945581306
0,1651541252,810907211,0.014139365468235292,0.2980954070771532,0.0,0.0,0.14819996999194918,0.988957415106629
0,1651541252,847758475,0.0179124357422483,0.29868487342718353,0.0,0.0,0.14945122251225762,0.9887690994815683
0,1651541252,891534278,0.0160773205782487,0.29149860778445585,0.0,0.0,0.15031945516949075,0.9886374772370039
0,1651541252,932025759,0.0149850131444433,0.2904760175645683,0.0,0.0,0.1497710308696955,0.9887207079414433
0,1651541252,965663542,0.01392751856346354,0.29533325897662666,0.0,0.0,0.14932076006773362,0.9887888099148343
0,1651541253,6453388,0.014616675217591182,0.29458644385119,0.0,0.0,0.14939332874624983,0.9887778483188804
0,1651541253,70033895,0.017434696103831304,0.2998392534605474,0.0,0.0,0.14780106124258727,0.9890171112248589
0,1651541253,108420085,0.009366468992082563,0.29423683283843327,0.0,0.0,0.14879407050992596,0.988868203847756
0,1651541253,154046617,0.0178490389901434,0.29495597057346723,0.0,0.0,0.1489659407667283,0.9888423274170072
0,1651541253,191396479,0.013547909276298058,0.29299720645003835,0.0,0.0,0.14868630982421582,0.9888844124926115
0,1651541253,233339984,0.007052968142811434,0.29782929574891476,0.0,0.0,0.1491669786257752,0.9888120208045903
0,1651541253,267517287,0.01499392630032283,0.28491609826584857,0.0,0.0,0.1493228142780121,0.9887884996985423
0,1651541253,308987663,0.01599478852194653,0.30253533493894286,0.0,0.0,0.14804640560833401,0.9889804152694089
0,1651541253,347708502,0.025345161794726172,0.29795133679214686,0.0,0.0,0.14888432859298903,0.9888546185862788
0,1651541253,383969883,0.008906230852709272,0.2838273130693303,0.0,0.0,0.1511310787772195,0.9885137313298353
0,1651541253,427128222,0.02114016293853977,0.28509096529385114,0.0,0.0,0.14982990796172546,0.9887117874690181
0,1651541253,467171051,0.015241867939577826,0.2903635281479321,0.0,0.0,0.14912943469908038,0.9888176837548632
0,1651541253,508320951,0.009781018318683443,0.281691019766171,0.0,0.0,0.15093720917778586,0.9885433520517051
0,1651541253,562254165,0.016315138065830643,0.28987146579766054,0.0,0.0,0.1503261714554081,0.9886364560219086
0,1651541253,587572979,0.015540572614947764,0.29418392574752295,0.0,0.0,0.1497891542519582,0.9887179624485858
0,1651541253,629986764,0.0016911767987575952,0.3049896188418892,0.0,0.0,0.14744520121772325,0.9890702263428341
0,1651541253,673913270,0.008801085863448518,0.30598936274820104,0.0,0.0,0.14678128020922396,0.9891689723096562
0,1651541253,727218012,0.006404355424943925,0.3027519856287494,0.0,0.0,0.147937380761464,0.9889967297081612
0,1651541253,789374365,0.004570612802372812,0.300480893731081,0.0,0.0,0.14908679214714335,0.9888241139895783
0,1651541253,816743981,-0.00892315054257104,0.30063165109012396,0.0,0.0,0.14934933479999368,0.9887844943134977
0,1651541253,862876693,0.0014103365387759309,0.3078348354156568,0.0,0.0,0.14798464230644237,0.9889896590164299
0,1651541253,911207230,0.04451092110278299,0.28947714755658094,0.0,0.0,0.1490388353215613,0.9888313433371702
0,1651541253,951032837,0.03641551734748931,0.28955990403382553,0.0,0.0,0.14780526591503634,0.9890164828595049
0,1651541253,982811892,0.04848239388956566,0.2984315634803489,0.0,0.0,0.1484125515931662,0.9889255353815098
0,1651541254,10804411,0.05650422685195408,0.30429747998693957,0.0,0.0,0.14621647226531992,0.9892526185147477
0,1651541254,71668562,0.06459017989503743,0.30396714786188395,0.0,0.0,0.14694962164604092,0.9891439777393812
0,1651541254,132673560,0.06742809479016325,0.30195581944879796,0.0,0.0,0.14601055111942549,0.989283032787787
0,1651541254,169332943,0.08855474498035724,0.30582868362052595,0.0,0.0,0.14568122030635228,0.9893315834693908
0,1651541254,215832749,0.11510231750739973,0.31870976975969506,0.0,0.0,0.14548852799216458,0.9893599386586629
0,1651541254,239342558,0.11615817494306459,0.32047130856551026,0.0,0.0,0.1453796137994437,0.9893759487128867
0,1651541254,292377828,0.12564680444257875,0.3130024939850529,0.0,0.0,0.1448358044964346,0.9894557037765109
0,1651541254,331854739,0.15763898426264242,0.31899580661446886,0.0,0.0,0.14511396329387738,0.9894149471567242
0,1651541254,364886096,0.17085600815548424,0.34148689014528183,0.0,0.0,0.14272580929665987,0.9897622660824232
0,1651541254,411824699,0.19452867732261492,0.3469121649421618,0.0,0.0,0.14406407780208058,0.9895683611994859
0,1651541254,467793547,0.21608737734027816,0.35968804931515413,0.0,0.0,0.14170696551085832,0.9899086502934018
0,1651541254,510159562,0.24724739970948975,0.3680812595707999,0.0,0.0,0.13972193293304686,0.9901907803334937
0,1651541254,548405449,0.25866844299204056,0.3723542316268455,0.0,0.0,0.13969185029258274,0.9901950247107055
0,1651541254,589512282,0.31448486311104457,0.3883429175814894,0.0,0.0,0.13554602860963816,0.9907710503078676
0,1651541254,623204554,0.34480436463327835,0.38194981116675275,0.0,0.0,0.13774290604761757,0.9904680165626537
0,1651541254,687358371,0.40935183784723933,0.40185246076463244,0.0,0.0,0.1359375507104079,0.9907174078953369
0,1651541254,703542056,0.41061600257002123,0.4147454220200096,0.0,0.0,0.13301235769658598,0.9911143792216898
0,1651541254,761286058,0.46251753800196566,0.4189896917019809,0.0,0.0,0.13320401754806416,0.991088638674188
0,1651541254,814178368,0.5026660600501456,0.4312643191992004,0.0,0.0,0.13143390806771885,0.9913249355332723
0,1651541254,849205077,0.5356725871303851,0.4433379079407296,0.0,0.0,0.13122651452995118,0.9913524105404297
0,1651541254,890346370,0.5560911887213555,0.45130893171508646,0.0,0.0,0.1298150095136637,0.9915382308841991
0,1651541254,930534719,0.5817613532570606,0.4594940357663551,0.0,0.0,0.1289284644015119,0.9916538968143412
0,1651541254,989287083,0.6228637287354178,0.4641306433450571,0.0,0.0,0.13027540231579107,0.991477846223232
0,1651541255,31666728,0.6861520106036907,0.4697601011460999,0.0,0.0,0.1288105400163358,0.9916692214547651
0,1651541255,72357130,0.7232618401816779,0.4887652422311778,0.0,0.0,0.12620736786119366,0.992003881190769
0,1651541255,110510579,0.7637986295768715,0.49944746270638446,0.0,0.0,0.12419453480249175,0.9922578886182728
0,1651541255,146932966,0.8246045925439238,0.5100572582330443,0.0,0.0,0.1245121166431445,0.9922180873220584
0,1651541255,192191348,0.8960254992473986,0.5222973250917743,0.0,0.0,0.12180964253030929,0.9925534801644889
0,1651541255,227829506,0.9580516822109003,0.5458108743221165,0.0,0.0,0.1211677431086412,0.9926320456392481
0,1651541255,285181457,1.0376870458683616,0.5868303234656107,0.0,0.0,0.11478998275012879,0.9933897824420307
0,1651541255,327210647,1.0928754767834468,0.6170318696532329,0.0,0.0,0.11081627905316616,0.9938409089471065
0,1651541255,368972988,1.1621745146787021,0.6348569141382756,0.0,0.0,0.10853737911050894,0.9940923686136122
0,1651541255,412993178,1.2206328331211729,0.6537276249292407,0.0,0.0,0.10571224645002895,0.9943967623391019
0,1651541255,459533907,1.3157831332463517,0.6774732416874851,0.0,0.0,0.10334764346724021,0.9946452958667066
0,1651541255,492938341,1.3412689421251704,0.6945150034968571,0.0,0.0,0.10045350419401114,0.994941753820365
0,1651541255,511103523,1.383826327094483,0.6990356738323332,0.0,0.0,0.10259700095636924,0.9947230043558652
0,1651541255,527433752,1.3920727089306928,0.7145174777822746,0.0,0.0,0.10022948734395117,0.9949643460279212
0,1651541255,548481767,1.426972999574992,0.7133454191711432,0.0,0.0,0.10176875837977245,0.9948080819021524
0,1651541255,570292093,1.4339194615761535,0.7143434566112226,0.0,0.0,0.10481681432335749,0.99449154618584
0,1651541255,588720125,1.4821595948688677,0.7006547784976251,0.0,0.0,0.10948243977316868,0.993988730007194
0,1651541255,607949568,1.4957213123545918,0.6925661940270857,0.0,0.0,0.11090081219760836,0.9938314796050238
0,1651541255,637153594,1.5394465517736575,0.7016916262428721,0.0,0.0,0.11583841502298535,0.993268071370948
0,1651541255,657424068,1.5528576580333335,0.6988810551165444,0.0,0.0,0.11682797929135727,0.9931521652066707
0,1651541255,677275902,1.592818540912574,0.7022037035306135,0.0,0.0,0.12136266841987266,0.9926082322417078
0,1651541255,693564791,1.606068279306605,0.7082608050983706,0.0,0.0,0.12540841667379435,0.9921052005847827
0,1651541255,844670154,1.7576808646371755,0.7727018139697296,0.0,0.0,0.19003041817570338,0.9817782031436465
