,s,ns,vx,vy,vz,wx,wy,wz,x,y,q.x,q.y,q.z,q.w
0,1650775094,794527160,1.857375,0.0,0.0,1.857375,0.0,0.0,71.63538671781454,4.623766310115666,0.0,0.0,-0.9956340452114788,0.09334263771624986
0,1650775094,814110098,1.84475,0.0,0.0,1.84475,0.0,0.0,71.59989060709708,4.617051632418357,0.0,0.0,-0.9934473502639746,0.11429069189346865
0,1650775094,829025688,1.837875,0.0,0.0,1.837875,0.0,0.0,71.57319377393674,4.610826592790138,0.0,0.0,-0.9913839385839202,0.13098811517780545
0,1650775094,854259505,1.82975,0.0,0.0,1.82975,0.0,0.0,71.52860661060774,4.598834955823035,0.0,0.0,-0.9872745140806076,0.15902526166273082
0,1650775094,874557459,1.81675,0.0,0.0,1.81675,0.0,0.0,71.493595435077,4.58725567801884,0.0,0.0,-0.9834227982487532,0.18132732801371138
0,1650775094,893967659,1.890625,0.0,0.0,1.890625,0.0,0.0,71.4593112179761,4.574167809108477,0.0,0.0,-0.9790896977608216,0.20342901400395935
0,1650775094,914095499,1.906,0.0,0.0,1.906,0.0,0.0,71.42412278977996,4.55888562461372,0.0,0.0,-0.9740288993486603,0.22642372497959973
0,1650775094,929053233,1.9535,0.0,0.0,1.9535,0.0,0.0,71.39789893415589,4.545997106378596,0.0,0.0,-0.9699760414471841,0.24320049140256814
0,1650775094,949142033,1.88175,0.0,0.0,1.88175,0.0,0.0,71.36456855691392,4.528162177952737,0.0,0.0,-0.9643808376192854,0.26451767432957196
0,1650775094,970594847,1.89075,0.0,0.0,1.89075,0.0,0.0,71.32968284981193,4.507467835094986,0.0,0.0,-0.9584729680331716,0.2851833963429195
0,1650775094,994146150,1.91575,0.0,0.0,1.91575,0.0,0.0,71.29190336260997,4.482802451408831,0.0,0.0,-0.9525162874813341,0.304487638637066
0,1650775095,9936117,1.8715,0.0,0.0,1.8715,0.0,0.0,71.26783193243685,4.465661176258302,0.0,0.0,-0.948404025040939,0.3170643551176101
0,1650775095,29319341,1.8685,0.0,0.0,1.8685,0.0,0.0,71.23889626570481,4.443879569070061,0.0,0.0,-0.9441054162859005,0.32964369088400064
