,s,ns,x,y,q.x,q.y,q.z,q.w
0,1650775094,730452239,0.538353012259939,3.7381444055898125,-0.0,0.0,0.98802025222277,-0.154324272872591
0,1650775094,747503309,0.47927184762051217,3.7588769111269333,-0.0,0.0,0.987997084783059,-0.154472523317828
0,1650775094,778880042,0.40438866186810096,3.761642757452863,-0.0,0.0,0.9870560575473065,-0.16037561927914193
0,1650775094,800366361,0.39938071492498334,3.7174505783301632,-0.0,0.0,0.9869416046683278,-0.16107845596077122
0,1650775094,817882652,0.31474407044545644,3.6485850345124033,-0.0,0.0,0.985789203245483,-0.16798704344274829
0,1650775094,836196168,0.29324702797957514,3.681693323236089,-0.0,0.0,0.9855355085664934,-0.16946905721866534
0,1650775094,855661537,0.2751049609260392,3.6683176362011722,-0.0,0.0,0.9844968462701643,-0.17540227958638516
0,1650775094,874156526,0.20401615347784516,3.64512388198949,-0.0,0.0,0.9830018693626084,-0.18359554686761156
0,1650775094,895335258,0.20489750591793332,3.6288509594346823,-0.0,0.0,0.9813154976648351,-0.19240554576939098
0,1650775094,937132907,0.16789878095141045,3.6183629339007597,-0.0,0.0,0.9776525279090635,-0.2102273404508028
0,1650775094,955246613,0.08400042254997236,3.6078034394805076,-0.0,0.0,0.973941185497429,-0.2268007213213014
0,1650775094,972200689,0.045833173656880534,3.5704973597204566,-0.0,0.0,0.969962157877612,-0.24325585765898103
0,1650775095,14203333,0.02459854087207887,3.5321543685058505,-0.0,0.0,0.9658758042036196,-0.25900565795752606
0,1650775095,32772531,-0.028843172188673504,3.521862555450422,-0.0,0.0,0.9612857187603437,-0.2755535644977383
0,1650775095,71010621,-0.11109443028510758,3.456182924406194,-0.0,0.0,0.9481377579408334,-0.31785970484937137
0,1650775095,92151368,-0.08856519721973251,3.4371144043290984,-0.0,0.0,0.9484658902779413,-0.3168792435286229
0,1650775095,130698165,-0.1748983213501568,3.365957717517649,-0.0,0.0,0.9360660375044054,-0.35182435025279446
0,1650775095,156990650,-0.16649516803544767,3.3237184802110247,-0.0,0.0,0.9328420519982303,-0.36028558953104256
0,1650775095,197578141,-0.21078884177946358,3.256648281312601,-0.0,0.0,0.9270401451624177,-0.3749620904268103
0,1650775095,217349593,-0.21764757282985564,3.234181966896997,-0.0,0.0,0.9260651839636184,-0.3773635846904542
0,1650775095,236567311,-0.21807173174962638,3.1729698890904108,-0.0,0.0,0.9213483976088058,-0.3887378682656036
0,1650775095,276354410,-0.30928306133767225,3.128928007778602,-0.0,0.0,0.917476752171718,-0.3977894031072674
0,1650775095,298869285,-0.301646475434456,3.1111494895499447,-0.0,0.0,0.9169207037113042,-0.3990694464696172
0,1650775095,318200540,-0.32954413167766844,3.0916956125368302,-0.0,0.0,0.9169989996701646,-0.39888950174693427
0,1650775095,339702027,-0.38997684350527484,3.065282396900749,-0.0,0.0,0.9140927955656457,-0.4055050691359884
0,1650775095,367526561,-0.3909297153331461,3.0334822634346725,-0.0,0.0,0.9116760340128683,-0.4109097334045123
0,1650775095,410152891,-0.3866097958551223,3.020713849659642,-0.0,0.0,0.9105938778800606,-0.41330229804267155
0,1650775095,434622987,-0.447154636972865,2.984096842349327,-0.0,0.0,0.9059450114718329,-0.4233953662822734
0,1650775095,457155270,-0.5267816365836189,2.8978814835047664,-0.0,0.0,0.8965250867248236,-0.44299296706950964
0,1650775095,479651456,-0.5163611242270519,2.869761922704148,-0.0,0.0,0.8877936643877749,-0.4602416859356908
0,1650775095,504838425,-0.533245226823644,2.8549219600617946,-0.0,0.0,0.8806916937688546,-0.4736899202289891
0,1650775095,555231913,-0.5865485103792761,2.802068625121509,-0.0,0.0,0.8653078431269776,-0.5012407970456294
0,1650775095,581874002,-0.5898685371102088,2.7481538190155965,-0.0,0.0,0.8578649827717555,-0.5138751515047362
0,1650775095,611129816,-0.5991426177498823,2.7244182427999784,-0.0,0.0,0.8464877962432941,-0.5324081242911037
0,1650775095,640131898,-0.5937387523187618,2.6645363226951897,-0.0,0.0,0.8398875933288783,-0.5427603804370992
0,1650775095,687439817,-0.6442341916022398,2.5932970233266053,-0.0,0.0,0.8186371446555195,-0.5743110876434984
0,1650775095,714173426,-0.6258572494202793,2.542301232365243,-0.0,0.0,0.8041878053765239,-0.5943752801754881
0,1650775095,734772343,-0.6612215833442049,2.5124283399551595,-0.0,0.0,0.793874199428965,-0.6080820302237354
0,1650775095,791315565,-0.6008547538093972,2.40010210472994,-0.0,0.0,0.7688244706070357,-0.6394598762985925
0,1650775095,815645915,-0.6243299676150483,2.332828745280464,-0.0,0.0,0.7571105735086082,-0.6532867513438998
0,1650775095,861436953,-0.6504468012887668,2.3042384668191103,-0.0,0.0,0.7518929186468954,-0.6592852484992009
0,1650775095,889211406,-0.6299016102739668,2.2926914357522343,-0.0,0.0,0.7479733748712618,-0.6637287326036856
0,1650775095,934145186,-0.5809946119135904,2.1922416544903847,-0.0,0.0,0.7474896670975648,-0.664273435854823
0,1650775095,955504272,-0.6538013139192304,2.1401933888310074,-0.0,0.0,0.7428387021282606,-0.6694704344632414
0,1650775095,978967381,-0.6641692531729884,2.0870963155265128,-0.0,0.0,0.7343246213352971,-0.6787984608856833
0,1650775096,18587822,-0.6474489224138761,2.0597534387334187,-0.0,0.0,0.7378346524485857,-0.6749815002250615
