,s,ns,V,delta
0,1650776530,5102215,1.166844367980957,0.0
0,1650776530,25506322,1.2187875509262085,0.0
0,1650776530,46084416,1.2187875509262085,0.0
0,1650776530,79526533,1.2187875509262085,0.0
0,1650776530,97636344,1.166844367980957,0.0
0,1650776530,127777997,1.2187875509262085,0.0
0,1650776530,181142960,1.2187875509262085,0.0
0,1650776530,229798658,1.2187875509262085,0.0
0,1650776530,281855590,1.2187875509262085,0.0
0,1650776530,334034700,1.2187875509262085,0.0
0,1650776530,374491513,1.2187875509262085,0.012423567473888397
0,1650776530,404932085,1.2187875509262085,0.022988520562648773
0,1650776530,425412641,1.2187875509262085,0.026510171592235565
0,1650776530,447650904,1.2187875509262085,0.03355347365140915
0,1650776530,474098324,1.2187875509262085,0.03707512468099594
0,1650776530,493323266,1.2187875509262085,0.0441289059817791
0,1650776530,513600266,1.2705764770507812,0.058215510100126266
0,1650776530,534381214,1.3741543292999268,0.058215510100126266
0,1650776530,554435072,1.3741543292999268,0.06173716112971306
0,1650776530,574881355,1.322365403175354,0.06878046691417694
0,1650776530,595219284,1.322365403175354,0.08287755399942398
0,1650776530,615865381,1.322365403175354,0.10400745272636414
0,1650776530,638174461,1.2705764770507812,0.12866950035095215
0,1650776530,658644841,1.2705764770507812,0.1533210575580597
0,1650776530,679083349,1.2705764770507812,0.1850264072418213
0,1650776530,702605386,1.2705764770507812,0.19911301136016846
0,1650776530,723631876,1.2705764770507812,0.20615631341934204
0,1650776530,774812467,1.2705764770507812,0.20615631341934204
0,1650776530,797142668,1.2187875509262085,0.20967796444892883
0,1650776530,817326865,1.2705764770507812,0.20967796444892883
0,1650776530,848160694,1.2705764770507812,0.2132100909948349
0,1650776530,858628626,1.2705764770507812,0.22025339305400848
0,1650776530,889174833,1.2705764770507812,0.24490495026111603
0,1650776530,900054998,1.2187875509262085,0.24490495026111603
0,1650776530,909791808,1.2705764770507812,0.2554803788661957
0,1650776530,920305757,1.2187875509262085,0.2554803788661957
0,1650776530,932095289,1.2187875509262085,0.30831560492515564
0,1650776530,965339256,1.2187875509262085,0.3400000035762787
0,1650776530,974953951,1.2187875509262085,0.3400000035762787
0,1650776530,995355402,1.2187875509262085,0.3400000035762787
0,1650776531,46048236,1.2187875509262085,0.3400000035762787
0,1650776531,67185896,1.2187875509262085,0.3400000035762787
0,1650776531,120761712,1.2187875509262085,0.3400000035762787
0,1650776531,171714041,1.2187875509262085,0.3400000035762787
0,1650776531,222390139,1.2187875509262085,0.3400000035762787
0,1650776531,273814383,1.2187875509262085,0.3400000035762787
0,1650776531,305567754,1.2187875509262085,0.3400000035762787
0,1650776531,360155466,1.2187875509262085,0.3400000035762787
0,1650776531,388828443,1.2187875509262085,0.3400000035762787
0,1650776531,419908294,1.2187875509262085,0.3400000035762787
0,1650776531,471298617,1.2187875509262085,0.3400000035762787
0,1650776531,502632362,1.2187875509262085,0.3400000035762787
0,1650776531,523396061,1.2187875509262085,0.3294455111026764
0,1650776531,534128383,1.2187875509262085,0.2801319360733032
0,1650776531,554360037,1.2187875509262085,0.23081834614276886
0,1650776531,574748975,1.2187875509262085,0.17093980312347412
0,1650776531,595299645,1.2187875509262085,0.11457240581512451
0,1650776531,615607238,1.2187875509262085,0.08992084860801697
0,1650776531,635978991,1.2187875509262085,0.07230211794376373
0,1650776531,679462532,1.2187875509262085,0.07934542000293732
0,1650776531,702072580,1.2187875509262085,0.11105075478553772
0,1650776531,731924305,1.2187875509262085,0.16036435961723328
0,1650776531,754747318,1.2187875509262085,0.1779831051826477
0,1650776531,776039478,1.2187875509262085,0.20967796444892883
0,1650776531,806566131,1.2187875509262085,0.22377504408359528
0,1650776531,862383665,1.2187875509262085,0.22377504408359528
0,1650776531,915697970,1.2187875509262085,0.22377504408359528
0,1650776531,944295554,1.2187875509262085,0.22729669511318207
