,s,ns,vx,vy,vz,wx,wy,wz,x,y,q.x,q.y,q.z,q.w
0,1651608966,714309498,0.8681333333333333,0.0,0.0,0.8681333333333333,0.0,0.0,2.2290024552493892,0.781104867917572,0.0,0.0,0.04039523091777758,0.9991837795516395
0,1651608966,759318276,0.8345333333333333,0.0,0.0,0.8345333333333333,0.0,0.0,2.289858130914442,0.7851582579055695,0.0,0.0,0.0525194468594271,0.9986199015148756
0,1651608966,848170119,0.7993333333333333,0.0,0.0,0.7993333333333333,0.0,0.0,2.3359507752974964,0.8106655640171039,0.0,0.0,0.07540182748198775,0.9971532301569186
0,1651608966,898205970,0.78,0.0,0.0,0.78,0.0,0.0,2.3373338849986363,0.8278022287860918,0.0,0.0,0.07593730410290901,0.9971125943671468
0,1651608966,950127318,0.7646666666666667,0.0,0.0,0.7646666666666667,0.0,0.0,2.3817338088010835,0.8195188697702215,0.0,0.0,0.080597051777589,0.996746765856183
0,1651608966,998410506,0.7565333333333333,0.0,0.0,0.7565333333333333,0.0,0.0,2.4217074425379366,0.8400017477718196,0.0,0.0,0.09387843842698447,0.9955836674024493
0,1651608967,70300689,0.7417333333333334,0.0,0.0,0.7417333333333334,0.0,0.0,2.447064582001365,0.8564440435917154,0.0,0.0,0.11669837298948271,0.9931674026777195
0,1651608967,146332302,0.7322666666666666,0.0,0.0,0.7322666666666666,0.0,0.0,2.5046835606996947,0.8735293445761136,0.0,0.0,0.1397954904064334,0.9901803981406746
0,1651608967,199852615,0.7248,0.0,0.0,0.7248,0.0,0.0,2.543310232003979,0.8825047141076232,0.0,0.0,0.15100996040379785,0.9885322411832825
0,1651608967,273585094,0.7194666666666667,0.0,0.0,0.7194666666666667,0.0,0.0,2.591191240956172,0.9059988452782735,0.0,0.0,0.17217053519751466,0.985067158527682
0,1651608967,340954098,0.7168,0.0,0.0,0.7168,0.0,0.0,2.643906862807252,0.9387969076460134,0.0,0.0,0.1995272960863838,0.9798922686277591
0,1651608967,385783930,0.7154666666666667,0.0,0.0,0.7154666666666667,0.0,0.0,2.6758182922951352,0.9852405435750659,0.0,0.0,0.21531838241747783,0.9765439028498006
0,1651608967,472008987,0.7166666666666667,0.0,0.0,0.7166666666666667,0.0,0.0,2.704222565936017,1.014465365206459,0.0,0.0,0.22545234311033424,0.9742541973150848
0,1651608967,533572284,0.7130666666666666,0.0,0.0,0.7130666666666666,0.0,0.0,2.7253135852207673,1.020119751815457,0.0,0.0,0.24077454178649402,0.9705810733923796
0,1651608967,596227467,0.7632,0.0,0.0,0.7632,0.0,0.0,2.7490512067731077,1.0614420807021714,0.0,0.0,0.2677827167583371,0.9634793285823646
0,1651608967,658642103,0.8505333333333334,0.0,0.0,0.8505333333333334,0.0,0.0,2.771881088476512,1.0989661075019916,0.0,0.0,0.2876951969215173,0.9577220231718019
0,1651608967,718556803,0.8618666666666667,0.0,0.0,0.8618666666666667,0.0,0.0,2.807420935758312,1.1209980518798406,0.0,0.0,0.30888609513247856,0.9510990380784797
0,1651608967,785814734,0.898,0.0,0.0,0.898,0.0,0.0,2.8258929861646793,1.187886941051199,0.0,0.0,0.343661844601735,0.9390934652977482
0,1651608967,845833211,1.0474666666666668,0.0,0.0,1.0474666666666668,0.0,0.0,2.9129073747980194,1.2239258895744014,0.0,0.0,0.38522415624517886,0.9228230325718957
0,1651608967,915735336,1.0269333333333333,0.0,0.0,1.0269333333333333,0.0,0.0,2.966616287270964,1.2877975299882922,0.0,0.0,0.41018777638767506,0.9120010899676243
0,1651608967,955403340,1.0532,0.0,0.0,1.0532,0.0,0.0,2.9508436956946853,1.3196944968496271,0.0,0.0,0.43495444799478705,0.9004524574732139
0,1651608968,28307105,1.1209333333333333,0.0,0.0,1.1209333333333333,0.0,0.0,2.98413817896832,1.4012970330214658,0.0,0.0,0.4756280503097572,0.8796464959053376
0,1651608968,102754441,1.3232,0.0,0.0,1.3232,0.0,0.0,3.025702045500886,1.468818591386582,0.0,0.0,0.513389559979921,0.8581556733504843
0,1651608968,164597038,1.5097333333333334,0.0,0.0,1.5097333333333334,0.0,0.0,3.0500285683654034,1.5797586570323108,0.0,0.0,0.5587457494367326,0.829339006369762
0,1651608968,201150921,1.4806666666666666,0.0,0.0,1.4806666666666666,0.0,0.0,3.0240780533470355,1.6280047882583693,0.0,0.0,0.5699093876402744,0.8217075452248734
0,1651608968,243647154,1.4549333333333334,0.0,0.0,1.4549333333333334,0.0,0.0,3.0658233221941456,1.6648668207037776,0.0,0.0,0.5803789121344893,0.8143465591193879
0,1651608968,304248967,1.4322666666666666,0.0,0.0,1.4322666666666666,0.0,0.0,3.0772361615079706,1.7900478763190788,0.0,0.0,0.5930660861448834,0.8051537849782423
0,1651608968,369996606,1.4049333333333334,0.0,0.0,1.4049333333333334,0.0,0.0,3.095644353887312,1.883882875247281,0.0,0.0,0.5956895579272732,0.8032147599343589
0,1651608968,420414990,1.3642666666666667,0.0,0.0,1.3642666666666667,0.0,0.0,3.1297008623754756,1.9324462139148193,0.0,0.0,0.603508982787995,0.7973561987557377
0,1651608968,460351189,1.3325333333333333,0.0,0.0,1.3325333333333333,0.0,0.0,3.113674067256637,1.9882707800063106,0.0,0.0,0.6087962194816431,0.7933266434104297
0,1651608968,501793521,1.2769333333333333,0.0,0.0,1.2769333333333333,0.0,0.0,3.110086560522402,2.037069695388873,0.0,0.0,0.6293053070683762,0.7771581759819405
0,1651608968,560472172,1.2076,0.0,0.0,1.2076,0.0,0.0,3.1259804982068506,2.090011098507755,0.0,0.0,0.652234994896784,0.758016827934573
0,1651608968,623486048,1.1746666666666667,0.0,0.0,1.1746666666666667,0.0,0.0,3.126815974148932,2.1655115412519277,0.0,0.0,0.683090081208907,0.7303341296653257
0,1651608968,666569840,1.0582666666666667,0.0,0.0,1.0582666666666667,0.0,0.0,3.131295704397424,2.242825743053986,0.0,0.0,0.7043594745335647,0.7098434550200492
0,1651608968,736240667,1.038,0.0,0.0,1.038,0.0,0.0,3.0987629854990693,2.3117513094981494,0.0,0.0,0.7284883446804443,0.685058195823352
0,1651608968,773967173,0.9890666666666666,0.0,0.0,0.9890666666666666,0.0,0.0,3.0910704458568956,2.3341804218494864,0.0,0.0,0.7387550584373417,0.6739740081288298
0,1651608968,809046350,1.0436,0.0,0.0,1.0436,0.0,0.0,3.044326980972162,2.35450221749621,0.0,0.0,0.7447531425904352,0.6673400606899536
0,1651608968,875765106,1.0228,0.0,0.0,1.0228,0.0,0.0,3.0472976368007947,2.399615747875862,0.0,0.0,0.7688729092387067,0.6394016339037676
0,1651608968,916794920,0.9642666666666667,0.0,0.0,0.9642666666666667,0.0,0.0,3.0090794576188427,2.4433899249880158,0.0,0.0,0.7848637168467142,0.6196684161529945
0,1651608968,962365304,0.9208,0.0,0.0,0.9208,0.0,0.0,3.0140846618949535,2.4528920420359053,0.0,0.0,0.7946402553412405,0.6070806079848113
0,1651608969,28472628,0.9336,0.0,0.0,0.9336,0.0,0.0,2.9465869274795757,2.525220089857731,0.0,0.0,0.8146507581564588,0.5799518447553269
0,1651608969,70200339,0.9073333333333333,0.0,0.0,0.9073333333333333,0.0,0.0,2.9786604000735335,2.5377156067333386,0.0,0.0,0.8221953355271275,0.5692054376386738
0,1651608969,107547353,1.0098666666666667,0.0,0.0,1.0098666666666667,0.0,0.0,2.892608773817161,2.5889963946037446,0.0,0.0,0.8306928582156963,0.5567309721125968
0,1651608969,183842106,0.946,0.0,0.0,0.946,0.0,0.0,2.879636169509318,2.649292143187118,0.0,0.0,0.838280433384263,0.545239319019724
0,1651608969,244523823,0.9028,0.0,0.0,0.9028,0.0,0.0,2.8427980851526153,2.6885619086121304,0.0,0.0,0.8491727013523518,0.5281152556762108
0,1651608969,288241128,0.8642666666666666,0.0,0.0,0.8642666666666666,0.0,0.0,2.8458733358443755,2.7091179793922575,0.0,0.0,0.855737344433451,0.517410472779577
0,1651608969,332189668,0.8502666666666666,0.0,0.0,0.8502666666666666,0.0,0.0,2.8178180440131677,2.736260113159357,0.0,0.0,0.8647724522254385,0.502163923307919
0,1651608969,374233671,1.1061333333333334,0.0,0.0,1.1061333333333334,0.0,0.0,2.80269067778544,2.7569166088982255,0.0,0.0,0.8724204836685577,0.4887560737991086
0,1651608969,411153639,1.4869333333333334,0.0,0.0,1.4869333333333334,0.0,0.0,2.791497312502265,2.7705152707366727,0.0,0.0,0.8758337195109003,0.4826129875663332
0,1651608969,480949299,1.9656,0.0,0.0,1.9656,0.0,0.0,2.7132219194743885,2.828336781647393,0.0,0.0,0.8861850400805227,0.46333149551642017
0,1651608969,546193316,1.9789333333333334,0.0,0.0,1.9789333333333334,0.0,0.0,2.6606324329587077,2.890091583285653,0.0,0.0,0.900315005504827,0.43523888941918254
0,1651608969,590431811,1.6818666666666666,0.0,0.0,1.6818666666666666,0.0,0.0,2.6434962464246454,2.9483662207163652,0.0,0.0,0.9064514209103504,0.42231010114559986
0,1651608969,631541114,1.6258666666666666,0.0,0.0,1.6258666666666666,0.0,0.0,2.582672647886185,2.982079835786434,0.0,0.0,0.9172721344647324,0.3982610090562643
0,1651608969,696701226,1.482,0.0,0.0,1.482,0.0,0.0,2.493807446423797,3.036754865031705,0.0,0.0,0.9293790054537588,0.3691268944709693
0,1651608969,726132233,1.3856,0.0,0.0,1.3856,0.0,0.0,2.447554628584551,3.1023704604784816,0.0,0.0,0.9305116039204276,0.36626241271721177
0,1651608969,799431778,1.1112,0.0,0.0,1.1112,0.0,0.0,2.4058989321836126,3.144267002876661,0.0,0.0,0.9317151624664799,0.3631898347008917
0,1651608969,862234963,0.6962666666666667,0.0,0.0,0.6962666666666667,0.0,0.0,2.354103652226364,3.1481295938165177,0.0,0.0,0.9318142149707759,0.3629356262181995
0,1651608969,902741346,0.5665333333333333,0.0,0.0,0.5665333333333333,0.0,0.0,2.3520499328533115,3.1642350127259644,0.0,0.0,0.9320769262444509,0.36226040849463015
0,1651608969,941245431,0.4124,0.0,0.0,0.4124,0.0,0.0,2.350588758398559,3.1720970560801103,0.0,0.0,0.9322954207238058,0.36169773084361745
0,1651608970,17037905,0.2112,0.0,0.0,0.2112,0.0,0.0,2.349887655725965,3.190337363940212,0.0,0.0,0.9329354445397824,0.3600436866844892
0,1651608970,60254564,0.14946666666666666,0.0,0.0,0.14946666666666666,0.0,0.0,2.3470254992959774,3.199530150575146,0.0,0.0,0.9327801853337616,0.36044573218268694
0,1651608970,125389107,0.09106666666666667,0.0,0.0,0.09106666666666667,0.0,0.0,2.349200175302806,3.1968944042944485,0.0,0.0,0.9334035455084694,0.3588284008160708
0,1651608970,180560641,0.05853333333333333,0.0,0.0,0.05853333333333333,0.0,0.0,2.3496063283757365,3.183313217833515,0.0,0.0,0.9328537384502203,0.36025532981407504
0,1651608970,196366894,0.050666666666666665,0.0,0.0,0.050666666666666665,0.0,0.0,2.354269101646776,3.185491606866445,0.0,0.0,0.9333055693530405,0.3590831577985757
0,1651608970,272110568,0.0,0.0,0.0,0.0,0.0,0.0,2.3462233911751493,3.1753148491720196,0.0,0.0,0.9321339245899605,0.36211372057479113
0,1651608970,312033519,0.33186666666666664,0.0,0.0,0.33186666666666664,0.0,0.0,2.3406463471498817,3.1754423585004026,0.0,0.0,0.9321204282933114,0.3621484601075831
0,1651608970,368383084,0.35533333333333333,0.0,0.0,0.35533333333333333,0.0,0.0,2.350763113844457,3.1982961100832563,0.0,0.0,0.9335508225854606,0.358445060853138
0,1651608970,445351061,0.4357333333333333,0.0,0.0,0.4357333333333333,0.0,0.0,2.325030828546566,3.2142717489272328,0.0,0.0,0.9335620558116051,0.3584158031516042
0,1651608970,469102698,0.44026666666666664,0.0,0.0,0.44026666666666664,0.0,0.0,2.31176318168422,3.215258597750565,0.0,0.0,0.9338680071995733,0.3576178758522814
0,1651608970,542463013,0.5676,0.0,0.0,0.5676,0.0,0.0,2.2804583347864624,3.2357596168376994,0.0,0.0,0.9354878589651042,0.35335883423070835
0,1651608970,593820865,0.8817333333333334,0.0,0.0,0.8817333333333334,0.0,0.0,2.2371214345962427,3.2523753337698214,0.0,0.0,0.937815768738539,0.3471333805691167
0,1651608970,623938825,0.89,0.0,0.0,0.89,0.0,0.0,2.239362218417137,3.282151863602461,0.0,0.0,0.9388977444163522,0.344196202085215
0,1651608970,697516166,0.8981333333333333,0.0,0.0,0.8981333333333333,0.0,0.0,2.1891669660514244,3.311805338300149,0.0,0.0,0.943456755832823,0.33149562572288194
0,1651608970,733162550,0.9813333333333333,0.0,0.0,0.9813333333333333,0.0,0.0,2.1700478177449627,3.3170718352143687,0.0,0.0,0.9447028382436026,0.3279276557634042
0,1651608970,792118741,1.0165333333333333,0.0,0.0,1.0165333333333333,0.0,0.0,2.103559247246121,3.348262130980655,0.0,0.0,0.9487472158148516,0.31603594808750407
0,1651608970,844070585,1.028,0.0,0.0,1.028,0.0,0.0,2.0658864256807745,3.3733280539790416,0.0,0.0,0.9484355618190303,0.3169700065889837
0,1651608970,880523891,1.0296,0.0,0.0,1.0296,0.0,0.0,2.0411950441109026,3.405317745626791,0.0,0.0,0.9494564915138481,0.3138986631418076
0,1651608970,926948687,1.0132,0.0,0.0,1.0132,0.0,0.0,1.982788389929734,3.422354481924353,0.0,0.0,0.9489912316929712,0.31530246140786405
0,1651608970,991270772,1.0576,0.0,0.0,1.0576,0.0,0.0,1.9463350605418217,3.4801992399747546,0.0,0.0,0.9461793305177062,0.3236428193256653
0,1651608971,32105863,1.0722666666666667,0.0,0.0,1.0722666666666667,0.0,0.0,1.9209038977662263,3.515067250523746,0.0,0.0,0.9401463961619679,0.34077082296415
0,1651608971,80342330,1.0976,0.0,0.0,1.0976,0.0,0.0,1.889215906664421,3.5611459496964617,0.0,0.0,0.9320008875569578,0.36245599125003153
0,1651608971,149654368,1.0301333333333333,0.0,0.0,1.0301333333333333,0.0,0.0,1.845053617222921,3.6113800570527075,0.0,0.0,0.9255024002653176,0.37874174196031773
0,1651608971,201529155,0.9874666666666667,0.0,0.0,0.9874666666666667,0.0,0.0,1.7963155212861868,3.662594358125536,0.0,0.0,0.9230721859948151,0.38462675341524744
0,1651608971,259895034,0.9568,0.0,0.0,0.9568,0.0,0.0,1.7685529588573854,3.6848276570080736,0.0,0.0,0.9203854794749754,0.3910122366008762
0,1651608971,300345353,0.9518666666666666,0.0,0.0,0.9518666666666666,0.0,0.0,1.7462966802121818,3.7111470800514526,0.0,0.0,0.9142211223279475,0.40521567034041034
0,1651608971,367657044,1.1128,0.0,0.0,1.1128,0.0,0.0,1.7281660489002668,3.7659679329028,0.0,0.0,0.90504563013971,0.42531448054941096
0,1651608971,400667298,1.342,0.0,0.0,1.342,0.0,0.0,1.7026266555007126,3.8039701696037507,0.0,0.0,0.8938774090014576,0.448311473951806
0,1651608971,442693476,1.4618666666666666,0.0,0.0,1.4618666666666666,0.0,0.0,1.6614251795120658,3.843458903797353,0.0,0.0,0.8837656851126816,0.4679297103383289
0,1651608971,489921323,1.3985333333333334,0.0,0.0,1.3985333333333334,0.0,0.0,1.6458211947355597,3.903600519377766,0.0,0.0,0.8659731054866033,0.5000905723705339
0,1651608971,555304957,1.326,0.0,0.0,1.326,0.0,0.0,1.6291873283892953,4.030770853646156,0.0,0.0,0.8387558004861669,0.5445077659233238
0,1651608971,605133158,1.3266666666666667,0.0,0.0,1.3266666666666667,0.0,0.0,1.6032519751782268,4.113970805900223,0.0,0.0,0.8217804273920036,0.5698042902220163
0,1651608971,658843840,1.4248,0.0,0.0,1.4248,0.0,0.0,1.5908693034189823,4.215128372096592,0.0,0.0,0.8133354499274592,0.5817950205109162
0,1651608971,731959160,1.3921333333333332,0.0,0.0,1.3921333333333332,0.0,0.0,1.5589987322755645,4.333597376389514,0.0,0.0,0.8098361447656389,0.5866561332084811
0,1651608971,768716534,1.3478666666666668,0.0,0.0,1.3478666666666668,0.0,0.0,1.5516848835760282,4.407440763727768,0.0,0.0,0.8069013015590181,0.5906862869090179
0,1651608971,828250684,1.3230666666666666,0.0,0.0,1.3230666666666666,0.0,0.0,1.5347085090475145,4.479304512583648,0.0,0.0,0.7967435325837421,0.6043175847896365
0,1651608971,897828870,1.4281333333333333,0.0,0.0,1.4281333333333333,0.0,0.0,1.4901197999093547,4.545409364150644,0.0,0.0,0.7629541760322462,0.6464525700118735
0,1651608971,933658808,1.3556,0.0,0.0,1.3556,0.0,0.0,1.5185246895427669,4.596187478862795,0.0,0.0,0.7530081998890129,0.658011132808487
0,1651608971,997018928,1.4213333333333333,0.0,0.0,1.4213333333333333,0.0,0.0,1.5140052532951989,4.681769815778511,0.0,0.0,0.7159802176797235,0.6981205683055726
0,1651608972,29939260,1.4646666666666666,0.0,0.0,1.4646666666666666,0.0,0.0,1.5064642102177281,4.758398089491245,0.0,0.0,0.7007076742415743,0.7134484951690373
