,s,ns,cM,cI,DC,RPM,VI,ED,ER
0,1651609041,795563678,3.11,0.62,-0.223,-19940.0,11.9,0.6185,0.0119
0,1651609041,850205988,4.91,0.94,-0.22,-19621.0,11.9,0.6187,0.0119
0,1651609041,895950775,2.28,0.41,-0.236,-19564.0,11.9,0.6189,0.0119
0,1651609041,955925092,2.14,0.36,-0.232,-19318.0,11.9,0.6191,0.0119
0,1651609041,996960153,6.24,1.29,-0.242,-19225.0,11.8,0.6193,0.0119
0,1651609042,55471602,5.43,1.06,-0.223,-19051.0,11.8,0.6195,0.0119
0,1651609042,92226352,6.13,1.18,-0.244,-18283.0,11.9,0.6196,0.0119
0,1651609042,155910733,-0.16,0.0,-0.205,-17789.0,11.9,0.6197,0.0119
0,1651609042,210978489,13.75,4.3,-0.316,-22848.0,11.8,0.6218,0.0119
0,1651609042,253287199,39.29,15.02,-0.343,-24514.0,11.9,0.6236,0.0119
0,1651609042,295277953,33.57,11.4,-0.313,-25053.0,11.9,0.6248,0.0119
0,1651609042,355411632,24.54,7.78,-0.286,-25000.0,11.8,0.626,0.0119
0,1651609042,391948363,22.74,7.02,-0.336,-25048.0,11.8,0.6269,0.0119
0,1651609042,451189101,16.12,4.51,-0.325,-23787.0,11.9,0.6274,0.0119
0,1651609042,511171354,9.02,2.18,-0.284,-23403.0,11.8,0.6276,0.0119
0,1651609042,550977023,3.01,0.63,-0.265,-22962.0,11.8,0.6277,0.0119
0,1651609042,610484613,3.64,0.79,-0.263,-22327.0,11.8,0.6278,0.0119
0,1651609042,651611516,4.0,0.88,-0.263,-21993.0,11.8,0.6279,0.0119
0,1651609042,716051010,26.22,8.23,-0.379,-24074.0,11.7,0.6295,0.0119
0,1651609042,755597189,2.46,0.51,-0.258,-23055.0,11.9,0.6298,0.0119
0,1651609042,812453512,2.01,0.37,-0.24,-22978.0,11.9,0.6302,0.0119
0,1651609042,851355106,1.78,0.39,-0.264,-21888.0,11.9,0.6303,0.0119
0,1651609042,915987787,-0.11,-0.01,-0.242,-21217.0,11.9,0.6303,0.0119
0,1651609042,970435759,-0.01,0.0,-0.227,-20316.0,11.8,0.6303,0.0119
0,1651609043,16414341,-0.13,-0.01,-0.221,-19684.0,11.8,0.6303,0.0119
0,1651609043,70244193,-0.88,-0.07,-0.214,-18723.0,11.8,0.6303,0.0119
0,1651609043,116080629,2.13,0.3,-0.202,-18109.0,11.8,0.6303,0.0119
0,1651609043,175914688,8.7,1.79,-0.165,-18759.0,11.8,0.6308,0.0119
0,1651609043,210853510,3.02,0.4,-0.191,-17513.0,11.9,0.631,0.0119
0,1651609043,271010837,15.86,3.65,-0.261,-18383.0,11.9,0.6317,0.0119
0,1651609043,292592013,3.73,0.67,-0.201,-18477.0,11.8,0.6319,0.0119
0,1651609043,375313153,21.81,5.54,-0.266,-18936.0,11.9,0.633,0.0119
0,1651609043,411324630,14.41,3.64,-0.335,-18866.0,11.7,0.6334,0.0119
0,1651609043,476475589,5.26,1.01,-0.232,-18887.0,11.9,0.634,0.0119
0,1651609043,515434976,17.8,4.69,-0.289,-19157.0,11.8,0.6344,0.0119
0,1651609043,575329547,18.12,4.64,-0.285,-19257.0,11.8,0.6348,0.0119
0,1651609043,611533218,13.26,3.04,-0.249,-19532.0,11.8,0.635,0.0119
0,1651609043,650682847,15.28,3.76,-0.262,-19445.0,11.8,0.6353,0.0119
0,1651609043,717081887,14.5,3.53,-0.281,-18418.0,11.8,0.6354,0.0119
0,1651609043,771073725,2.01,0.27,-0.194,-18611.0,11.8,0.6357,0.0119
0,1651609043,815531967,15.8,4.0,-0.285,-18628.0,11.8,0.636,0.0119
0,1651609043,856186928,6.75,1.39,-0.191,-19710.0,11.8,0.6366,0.0119
0,1651609043,912277481,5.38,1.01,-0.227,-18777.0,11.9,0.6369,0.0119
0,1651609043,953807782,4.15,0.71,-0.212,-18295.0,11.9,0.637,0.0119
0,1651609044,16785753,1.81,0.26,-0.21,-17730.0,11.8,0.637,0.0119
0,1651609044,56027863,3.51,0.6,-0.205,-17422.0,11.8,0.6371,0.0119
0,1651609044,110445755,6.76,1.48,-0.286,-17022.0,11.7,0.6372,0.0119
0,1651609044,152866723,5.74,1.05,-0.188,-17657.0,11.9,0.6375,0.0119
0,1651609044,210900726,6.46,1.18,-0.193,-17336.0,11.9,0.638,0.0119
0,1651609044,250864349,8.82,1.67,-0.212,-17027.0,11.9,0.6381,0.0119
0,1651609044,310872426,4.57,0.79,-0.211,-16651.0,11.8,0.6383,0.0119
0,1651609044,350735024,6.1,1.05,-0.198,-16515.0,11.8,0.6384,0.0119
0,1651609044,411995725,4.83,0.8,-0.194,-16287.0,11.8,0.6386,0.0119
0,1651609044,455565348,1.7,0.21,-0.182,-16053.0,11.8,0.6387,0.0119
0,1651609044,523875452,4.59,0.74,-0.189,-15893.0,11.8,0.6388,0.0119
0,1651609044,570271000,5.55,0.91,-0.189,-15761.0,11.9,0.639,0.0119
0,1651609044,610791303,4.1,0.67,-0.197,-15644.0,11.8,0.6391,0.0119
0,1651609044,656184917,6.3,1.03,-0.187,-15581.0,11.8,0.6392,0.0119
0,1651609044,710866461,-1.32,-0.16,-0.162,-14370.0,11.9,0.6392,0.0119
0,1651609044,776258159,0.67,0.04,-0.16,-14202.0,11.8,0.6392,0.0119
0,1651609044,810800720,2.15,0.32,-0.184,-14810.0,11.8,0.6394,0.0119
0,1651609044,875575611,30.96,9.05,-0.324,-15832.0,11.7,0.6402,0.0119
0,1651609044,915949512,17.67,5.12,-0.231,-18554.0,11.8,0.6418,0.0119
0,1651609044,975563055,5.72,1.04,-0.234,-17465.0,11.8,0.6421,0.0119
0,1651609045,12407951,3.98,0.64,-0.183,-17050.0,11.8,0.6423,0.0119
0,1651609045,50242971,7.26,1.33,-0.207,-16779.0,11.9,0.6424,0.0119
0,1651609045,112023774,6.26,1.16,-0.163,-17001.0,11.9,0.6429,0.0119
0,1651609045,170293908,9.58,1.72,-0.206,-16667.0,11.9,0.6432,0.0119
0,1651609045,212950303,1.39,0.15,-0.161,-16065.0,11.8,0.6432,0.0119
0,1651609045,274227868,1.28,0.13,-0.179,-15645.0,11.8,0.6433,0.0119
0,1651609045,313786719,-0.67,-0.04,-0.181,-15375.0,11.9,0.6433,0.0119
0,1651609045,370621282,1.67,0.21,-0.182,-15522.0,11.8,0.6434,0.0119
0,1651609045,432688873,-1.71,-0.21,-0.169,-14260.0,11.8,0.6434,0.0119
0,1651609045,471572643,1.38,0.13,-0.157,-14188.0,11.9,0.6434,0.0119
0,1651609045,530639107,35.97,10.83,-0.352,-16236.0,11.7,0.6444,0.0119
0,1651609045,576271637,14.73,3.34,-0.225,-18253.0,11.8,0.6457,0.0119
0,1651609045,636485092,8.06,1.4,-0.225,-17528.0,11.8,0.6462,0.0119
0,1651609045,675426910,1.93,0.26,-0.183,-17049.0,11.8,0.6464,0.0119
0,1651609045,710362309,3.46,0.54,-0.193,-16409.0,11.8,0.6465,0.0119
0,1651609045,777065032,-0.34,-0.02,-0.186,-15870.0,11.9,0.6465,0.0119
0,1651609045,811046658,-0.08,0.0,-0.181,-15585.0,11.9,0.6465,0.0119
0,1651609045,851142604,2.7,0.36,-0.176,-15247.0,11.9,0.6465,0.0119
0,1651609045,935372851,4.36,0.64,-0.176,-14675.0,11.8,0.6466,0.0119
0,1651609045,977005425,4.73,0.67,-0.179,-14353.0,11.8,0.6467,0.0119
0,1651609046,14489400,10.15,1.9,-0.224,-15078.0,11.8,0.647,0.0119
0,1651609046,71202490,1.65,0.17,-0.14,-14212.0,11.8,0.6472,0.0119
0,1651609046,110535514,5.82,0.84,-0.171,-13687.0,11.8,0.6473,0.0119
0,1651609046,175244003,1.81,0.19,-0.155,-13318.0,11.9,0.6473,0.0119
0,1651609046,214406177,-0.01,0.0,-0.15,-13055.0,11.8,0.6473,0.0119
0,1651609046,275929217,5.03,0.75,-0.132,-13897.0,11.9,0.6476,0.0119
0,1651609046,315304225,2.77,0.35,-0.142,-13508.0,11.8,0.6478,0.0119
0,1651609046,370520911,1.2,0.08,-0.117,-12606.0,11.8,0.6479,0.0119
0,1651609046,416025983,-1.89,-0.19,-0.153,-12020.0,11.9,0.6479,0.0119
0,1651609046,471317070,2.14,0.25,-0.14,-12735.0,11.9,0.648,0.0119
0,1651609046,515633391,0.42,0.01,-0.105,-11681.0,11.8,0.648,0.0119
0,1651609046,570852125,1.04,0.06,-0.128,-11269.0,11.9,0.648,0.0119
0,1651609046,610898118,28.77,7.24,-0.313,-12459.0,11.8,0.6484,0.0119
0,1651609046,675808914,13.39,2.23,-0.142,-13596.0,11.9,0.6492,0.0119
0,1651609046,715605848,3.18,0.35,-0.141,-12931.0,11.9,0.6493,0.0119
0,1651609046,770979944,3.5,0.56,-0.168,-13433.0,11.9,0.6496,0.0119
0,1651609046,812997546,19.12,3.8,-0.203,-13387.0,11.8,0.6499,0.0119
0,1651609046,857135816,4.92,0.6,-0.164,-12548.0,11.8,0.6499,0.0119
0,1651609046,911801199,6.82,1.12,-0.188,-13211.0,11.8,0.6502,0.0119
0,1651609046,974620801,19.4,3.74,-0.23,-13009.0,11.8,0.6504,0.0119
0,1651609047,17320076,32.55,8.66,-0.275,-15082.0,11.8,0.6514,0.0119
0,1651609047,72126261,2.31,0.31,-0.17,-14800.0,11.9,0.6518,0.0119
0,1651609047,115374887,3.94,0.58,-0.182,-14540.0,11.8,0.6519,0.0119
0,1651609047,177111594,0.1,0.03,-0.165,-13824.0,11.8,0.6519,0.0119
0,1651609047,211020067,0.07,0.01,-0.163,-13734.0,11.8,0.6519,0.0119
0,1651609047,290309355,11.78,2.24,-0.256,-14164.0,11.8,0.6522,0.0119
0,1651609047,355932768,9.63,1.71,-0.149,-14601.0,11.9,0.653,0.0119
0,1651609047,397082199,12.96,1.99,-0.192,-13334.0,11.8,0.653,0.0119
0,1651609047,455340525,0.56,0.04,-0.161,-13541.0,11.9,0.6531,0.0119
0,1651609047,492023466,0.73,0.19,-0.214,-13368.0,11.8,0.6531,0.0119
0,1651609047,555981546,8.13,1.15,-0.155,-14336.0,11.9,0.6536,0.0119
0,1651609047,596981855,4.01,0.52,-0.161,-13680.0,11.8,0.6537,0.0119
0,1651609047,656441125,1.93,0.19,-0.151,-13065.0,11.8,0.6538,0.0119
0,1651609047,695488417,11.55,2.6,-0.292,-12950.0,11.7,0.6538,0.0119
0,1651609047,730404391,13.12,2.84,-0.18,-15607.0,11.8,0.6548,0.0119
0,1651609047,791330079,16.05,3.07,-0.215,-15993.0,11.8,0.6556,0.0119
0,1651609047,831463529,10.63,1.92,-0.179,-15754.0,11.8,0.6559,0.0119
0,1651609047,891342228,5.34,0.86,-0.183,-15577.0,11.8,0.6562,0.0119
0,1651609047,950582231,10.61,1.86,-0.201,-15332.0,11.8,0.6564,0.0119
0,1651609047,996196104,8.05,1.34,-0.189,-15282.0,11.9,0.6565,0.0119
0,1651609048,31615797,1.11,0.09,-0.146,-14655.0,11.9,0.6565,0.0119
0,1651609048,95712118,19.11,5.03,-0.285,-15781.0,11.8,0.657,0.0119
0,1651609048,150854627,50.19,17.04,-0.428,-18243.0,11.6,0.659,0.0119
0,1651609048,197441697,3.68,0.73,-0.228,-19499.0,11.9,0.6596,0.0119
0,1651609048,255505973,14.33,3.31,-0.285,-18938.0,11.7,0.6598,0.0119
0,1651609048,295470396,6.09,1.22,-0.251,-18677.0,11.8,0.66,0.0119
0,1651609048,356263411,1.76,0.27,-0.201,-18234.0,11.9,0.6603,0.0119
0,1651609048,391823618,1.9,0.28,-0.2,-18000.0,11.8,0.6604,0.0119
0,1651609048,456494347,5.39,0.97,-0.209,-17740.0,11.8,0.6606,0.0119
0,1651609048,510921103,4.67,0.87,-0.18,-18329.0,11.8,0.661,0.0119
0,1651609048,571850727,2.07,0.31,-0.191,-17789.0,11.8,0.6613,0.0119
0,1651609048,622541114,3.21,0.54,-0.209,-17400.0,11.8,0.6614,0.0119
0,1651609048,651369841,1.38,0.16,-0.182,-17036.0,11.9,0.6615,0.0119
0,1651609048,718500251,0.52,0.06,-0.197,-16462.0,11.8,0.6615,0.012
0,1651609048,750665693,1.35,0.14,-0.185,-16169.0,11.8,0.6616,0.012
0,1651609048,811556597,0.85,0.1,-0.183,-15684.0,11.8,0.6616,0.012
0,1651609048,850450479,13.1,2.95,-0.198,-16836.0,11.8,0.662,0.012
0,1651609048,915599166,11.17,2.02,-0.192,-16279.0,11.8,0.6624,0.012
0,1651609048,956580403,4.41,0.7,-0.191,-15939.0,11.9,0.6626,0.012
0,1651609048,991900159,1.45,0.14,-0.155,-15403.0,11.8,0.6627,0.012
0,1651609049,56921452,1.44,0.16,-0.17,-15004.0,11.9,0.6628,0.012
0,1651609049,111804438,1.14,0.11,-0.165,-14626.0,11.9,0.6628,0.012
0,1651609049,156775999,0.63,0.08,-0.171,-14259.0,11.8,0.6628,0.012
0,1651609049,211225667,45.07,13.04,-0.384,-16667.0,11.6,0.6641,0.012
0,1651609049,273694576,6.36,1.16,-0.193,-17199.0,11.8,0.6648,0.012
0,1651609049,315453039,2.27,0.32,-0.173,-16713.0,11.9,0.665,0.012
0,1651609049,395639714,2.62,0.35,-0.183,-15693.0,11.8,0.6652,0.012
0,1651609049,451540313,-0.42,-0.02,-0.179,-15225.0,11.9,0.6652,0.012
0,1651609049,516213730,-0.25,0.05,-0.215,-14737.0,11.9,0.6652,0.012
0,1651609049,575521509,16.48,3.6,-0.29,-15331.0,11.7,0.6657,0.012
0,1651609049,612022912,12.38,2.09,-0.202,-15178.0,11.9,0.6659,0.012
0,1651609049,675722461,41.24,13.53,-0.314,-17089.0,11.8,0.6669,0.012
0,1651609049,735607560,2.67,0.43,-0.192,-16999.0,11.8,0.6674,0.012
0,1651609049,794841162,5.61,0.96,-0.196,-16754.0,11.8,0.6677,0.012
0,1651609049,855982629,7.42,1.32,-0.224,-15997.0,11.7,0.6678,0.012
0,1651609049,895648777,3.75,0.62,-0.201,-15917.0,11.9,0.6679,0.012
0,1651609049,950668597,2.83,0.41,-0.192,-15694.0,11.8,0.6681,0.012
0,1651609050,10366749,3.59,0.56,-0.193,-15504.0,11.8,0.6681,0.012
0,1651609050,95862389,3.86,0.6,-0.188,-15293.0,11.8,0.6683,0.012
0,1651609050,131385315,5.24,0.84,-0.188,-15209.0,11.9,0.6684,0.012
0,1651609050,190373027,2.64,0.34,-0.177,-14197.0,11.8,0.6685,0.012
0,1651609050,231028947,1.51,0.17,-0.165,-14355.0,11.8,0.6686,0.012
0,1651609050,274005122,9.74,1.97,-0.209,-15106.0,11.8,0.6689,0.012
0,1651609050,335657764,14.51,2.64,-0.19,-15208.0,11.9,0.6695,0.012
0,1651609050,372481699,5.39,0.84,-0.175,-15022.0,11.9,0.6697,0.012
0,1651609050,440371030,6.0,0.93,-0.179,-14364.0,11.9,0.6698,0.012
0,1651609050,477372183,1.57,0.19,-0.169,-14071.0,11.9,0.6698,0.012
0,1651609050,510549319,0.04,0.0,-0.166,-13999.0,11.9,0.6698,0.012
0,1651609050,575675158,7.64,1.37,-0.14,-15067.0,11.9,0.6704,0.012
0,1651609050,637266359,13.94,2.49,-0.231,-15225.0,11.7,0.6709,0.012
0,1651609050,671534517,1.74,0.19,-0.151,-14949.0,11.9,0.6711,0.012
0,1651609050,718706810,5.62,1.06,-0.2,-15679.0,11.8,0.6714,0.012
0,1651609050,771504425,5.91,1.18,-0.195,-17971.0,11.9,0.6731,0.012
0,1651609050,815729416,-0.16,-0.03,-0.163,-16677.0,11.8,0.6731,0.012
0,1651609050,877577837,11.22,2.79,-0.304,-16512.0,11.8,0.6731,0.012
0,1651609050,933425667,45.32,15.76,-0.417,-19927.0,11.7,0.6749,0.012
0,1651609050,970549030,15.81,4.43,-0.255,-21262.0,11.9,0.676,0.012
0,1651609051,35465842,9.84,2.58,-0.331,-20634.0,11.7,0.6764,0.012
0,1651609051,92221493,3.16,0.6,-0.212,-20399.0,11.9,0.6772,0.012
0,1651609051,131352817,-1.04,-0.19,-0.198,-18846.0,11.8,0.6772,0.012
0,1651609051,190954329,-11.72,-1.75,-0.168,-18141.0,11.9,0.6772,0.0122
0,1651609051,235559197,-17.15,-2.19,-0.14,-17105.0,11.9,0.6772,0.0125
0,1651609051,295685355,-21.28,-1.6,-0.079,-14570.0,11.9,0.6772,0.0128
0,1651609051,331014582,-33.59,-0.09,0.0,-11870.0,11.9,0.6772,0.0129
0,1651609051,396214790,-17.99,0.0,0.0,-7192.0,11.9,0.6772,0.0129
0,1651609051,430774536,-6.64,0.0,0.0,-5347.0,11.8,0.6772,0.0129
0,1651609051,493298325,-4.09,0.0,0.0,-3398.0,11.8,0.6772,0.0129
0,1651609051,537134511,-16.57,0.0,0.0,-2936.0,11.9,0.6772,0.0129
0,1651609051,591799894,-4.7,0.0,0.0,-1914.0,11.9,0.6772,0.0129
0,1651609051,636467387,1.88,0.0,0.0,-1336.0,11.9,0.6772,0.0129
0,1651609051,696492808,37.74,1.89,-0.045,-910.0,11.8,0.6776,0.0129
0,1651609051,735466019,20.89,0.63,-0.032,-792.0,11.9,0.6777,0.0129
0,1651609051,791843552,59.7,4.46,-0.087,-622.0,11.9,0.6781,0.0129
0,1651609051,835702843,60.09,4.55,-0.088,-587.0,11.8,0.6787,0.0129
0,1651609051,892057720,5.55,0.12,-0.039,-449.0,11.9,0.679,0.0129
0,1651609051,935497037,27.3,1.3,-0.074,-750.0,11.8,0.6791,0.0129
0,1651609051,990838908,48.2,10.14,-0.285,-3443.0,11.7,0.68,0.0129
0,1651609052,58091783,34.49,6.52,-0.178,-8769.0,11.9,0.6815,0.0129
0,1651609052,96456026,20.96,2.85,-0.17,-9142.0,11.9,0.6819,0.0129
0,1651609052,137938614,29.07,4.41,-0.157,-9574.0,11.8,0.6825,0.0129
0,1651609052,191300908,19.86,3.05,-0.139,-10011.0,11.9,0.6831,0.0129
0,1651609052,236086514,4.42,0.37,-0.097,-9247.0,11.9,0.6831,0.0129
0,1651609052,291110238,1.13,0.08,-0.121,-9470.0,11.9,0.6831,0.0129
0,1651609052,350748166,-0.01,0.0,-0.115,-9447.0,11.9,0.6831,0.0129
0,1651609052,392458020,4.09,0.43,-0.115,-9468.0,11.9,0.6831,0.0129
0,1651609052,451717927,34.39,7.17,-0.149,-11536.0,11.8,0.684,0.0129
0,1651609052,499394515,17.13,2.89,-0.156,-11629.0,11.9,0.6843,0.0129
0,1651609052,557851147,13.38,2.21,-0.162,-11586.0,11.9,0.6846,0.0129
0,1651609052,615655131,15.06,2.69,-0.195,-11365.0,11.8,0.6847,0.0129
0,1651609052,655559394,2.83,0.27,-0.127,-11328.0,11.8,0.6848,0.0129
0,1651609052,710861585,3.26,0.32,-0.125,-10795.0,11.9,0.6849,0.0129
0,1651609052,776529896,0.22,0.01,-0.139,-10909.0,11.9,0.6849,0.0129
0,1651609052,837480768,2.59,0.24,-0.122,-10534.0,11.8,0.6849,0.0129
0,1651609052,879005724,-0.43,-0.01,-0.12,-10283.0,11.8,0.6849,0.0129
0,1651609052,956220521,-0.39,-0.01,-0.111,-9787.0,11.8,0.6849,0.0129
0,1651609053,20143400,-0.25,0.0,-0.106,-9349.0,11.8,0.6849,0.0129
0,1651609053,82015149,2.58,0.23,-0.109,-8892.0,11.8,0.6849,0.0129
0,1651609053,136611603,5.02,0.55,-0.114,-8760.0,11.9,0.685,0.0129
0,1651609053,191995619,0.53,0.01,-0.077,-8188.0,11.9,0.685,0.0129
0,1651609053,255378524,1.32,0.08,-0.096,-8107.0,11.8,0.6851,0.0129
0,1651609053,311231218,-0.24,-0.01,-0.072,-7366.0,11.9,0.6851,0.0129
0,1651609053,370350771,10.53,1.58,-0.183,-7455.0,11.8,0.6852,0.013
0,1651609053,430420544,26.87,5.7,-0.221,-10942.0,11.8,0.6864,0.013
0,1651609053,491057461,6.97,0.81,-0.151,-10653.0,11.9,0.6868,0.013
0,1651609053,557319123,2.74,0.24,-0.121,-9993.0,11.9,0.6869,0.013
0,1651609053,610702985,3.56,0.31,-0.11,-9634.0,11.8,0.687,0.013
0,1651609053,676191837,0.95,0.04,-0.09,-9073.0,11.8,0.687,0.013
0,1651609053,730868772,-0.05,0.0,-0.116,-8855.0,11.8,0.687,0.013
0,1651609053,796867934,0.4,0.01,-0.083,-8405.0,11.9,0.687,0.013
0,1651609053,832104681,-0.84,-0.03,-0.097,-8109.0,11.9,0.687,0.013
0,1651609053,891828466,-0.25,-0.01,-0.087,-7757.0,11.9,0.687,0.013
0,1651609053,956917312,-6.29,-0.33,-0.06,-7082.0,11.8,0.687,0.013
0,1651609053,997179948,-19.3,-0.03,0.0,-6104.0,11.8,0.687,0.013
0,1651609054,51603504,-16.35,0.0,0.0,-4007.0,11.8,0.687,0.013
0,1651609054,111674013,-7.96,0.0,0.0,-2570.0,11.9,0.687,0.013
0,1651609054,155814363,0.18,0.0,0.0,-1845.0,11.8,0.687,0.013
0,1651609054,215683270,0.64,0.0,0.0,-1078.0,11.9,0.687,0.013
0,1651609054,255539596,0.69,0.0,0.0,-764.0,11.8,0.687,0.013
0,1651609054,319367338,0.61,0.0,0.0,-481.0,11.9,0.687,0.013
0,1651609054,350714242,-0.08,0.0,0.0,-385.0,11.9,0.687,0.013
0,1651609054,415693583,-0.64,0.0,0.0,-329.0,11.8,0.687,0.013
0,1651609054,455850681,-0.62,0.0,0.0,-301.0,11.9,0.687,0.013
0,1651609054,490864097,14.46,1.04,-0.087,-283.0,11.8,0.687,0.013
0,1651609054,575452909,60.02,4.49,-0.087,-325.0,11.9,0.6881,0.013
0,1651609054,610460084,60.26,4.55,-0.085,-391.0,11.8,0.6887,0.013
0,1651609054,655860483,60.02,4.53,-0.087,-398.0,11.8,0.6893,0.013
0,1651609054,698236970,59.97,4.46,-0.087,-376.0,11.8,0.6899,0.013
0,1651609054,771069469,10.16,0.28,-0.062,-423.0,11.8,0.6909,0.013
0,1651609054,816452684,2.96,0.04,-0.007,-1044.0,11.9,0.6909,0.013
0,1651609054,875613453,19.19,1.17,-0.105,-1788.0,11.8,0.6913,0.013
0,1651609054,915796504,7.61,0.38,-0.092,-2424.0,11.9,0.6916,0.013
0,1651609054,972469561,34.71,4.21,-0.127,-3912.0,11.8,0.692,0.013
0,1651609055,11316690,30.34,4.73,-0.118,-5659.0,11.8,0.6926,0.013
0,1651609055,73730814,8.26,0.73,-0.104,-6286.0,11.9,0.6929,0.013
0,1651609055,124569491,5.64,0.47,-0.09,-6671.0,11.9,0.6929,0.013
0,1651609055,177098462,20.59,3.9,-0.101,-8280.0,11.8,0.6934,0.013
0,1651609055,211818530,5.69,0.61,-0.096,-8424.0,11.9,0.6936,0.013
0,1651609055,271049828,5.05,0.5,-0.106,-8686.0,11.8,0.6937,0.013
0,1651609055,330973392,1.15,0.05,-0.082,-8506.0,11.9,0.6938,0.013
0,1651609055,376295357,-2.31,-0.16,-0.107,-7903.0,11.9,0.6938,0.013
0,1651609055,436499404,-7.98,-0.51,-0.074,-7852.0,11.9,0.6938,0.0131
0,1651609055,472505921,-9.5,-0.48,-0.054,-7472.0,11.8,0.6938,0.0132
0,1651609055,511017173,-21.3,0.0,0.0,-6304.0,11.8,0.6938,0.0132
0,1651609055,571422599,-15.35,0.0,0.0,-4096.0,11.9,0.6938,0.0132
0,1651609055,611025834,-10.81,0.0,0.0,-2976.0,11.8,0.6938,0.0132
0,1651609055,671287706,30.23,5.38,-0.24,-6250.0,11.7,0.6946,0.0132
0,1651609055,715831101,40.79,11.81,-0.367,-10537.0,11.7,0.6962,0.0132
0,1651609055,776476050,43.07,15.88,-0.339,-16985.0,11.8,0.699,0.0132
0,1651609055,816605020,13.51,3.27,-0.312,-18671.0,11.7,0.6998,0.0132
0,1651609055,875635740,4.7,0.69,-0.137,-18159.0,11.9,0.701,0.0132
0,1651609055,916393870,-5.06,-0.52,-0.108,-15643.0,11.9,0.701,0.0132
0,1651609055,973035183,-10.98,-0.73,-0.078,-12183.0,11.9,0.701,0.0134
0,1651609056,10474742,-12.94,-0.79,-0.068,-10842.0,11.9,0.701,0.0135
0,1651609056,75611141,-24.77,0.0,0.0,-8310.0,11.8,0.701,0.0136
0,1651609056,115897489,-3.77,0.0,0.0,-5931.0,11.9,0.701,0.0136
0,1651609056,173061336,0.16,0.0,0.0,-3719.0,11.8,0.701,0.0136
0,1651609056,216853906,-3.98,0.0,0.0,-2830.0,11.8,0.701,0.0136
0,1651609056,250656905,1.31,0.0,0.0,-1917.0,11.9,0.701,0.0136
0,1651609056,311723524,0.38,0.0,0.005,-969.0,11.9,0.701,0.0136
0,1651609056,351261830,0.16,0.0,0.002,-638.0,11.8,0.701,0.0136
0,1651609056,415757773,-0.06,0.0,-0.002,-353.0,11.9,0.701,0.0136
0,1651609056,455712436,-0.03,0.0,0.002,-238.0,11.9,0.701,0.0136
0,1651609056,510768545,-0.02,0.0,-0.002,-132.0,11.9,0.701,0.0136
0,1651609056,556380626,-0.02,0.0,-0.002,-90.0,11.8,0.701,0.0136
0,1651609056,610478033,-0.01,0.0,-0.002,-51.0,11.8,0.701,0.0136
0,1651609056,652201296,0.0,0.0,-0.002,-36.0,11.9,0.701,0.0136
0,1651609056,690871367,0.0,0.0,-0.002,-26.0,11.9,0.701,0.0136
0,1651609056,751637309,46.62,9.44,0.176,2520.0,11.8,0.7016,0.0136
0,1651609056,790969693,36.3,6.65,0.203,5443.0,11.8,0.7024,0.0136
0,1651609056,857236859,25.36,4.83,0.229,9307.0,11.8,0.7037,0.0136
0,1651609056,901718045,27.24,5.63,0.275,10799.0,11.8,0.7046,0.0136
0,1651609056,951337731,36.35,8.01,0.184,11857.0,11.8,0.7055,0.0136
0,1651609056,998348518,18.55,3.39,0.224,11940.0,11.9,0.7059,0.0136
0,1651609057,36272755,-0.71,-0.17,0.0,10758.0,11.9,0.7061,0.0136
0,1651609057,95468053,4.44,0.0,0.0,6355.0,11.8,0.7061,0.0136
0,1651609057,135856163,10.81,0.0,0.0,4483.0,11.9,0.7061,0.0136
0,1651609057,191237203,3.35,0.0,0.0,2598.0,11.9,0.7061,0.0136
0,1651609057,256365634,0.95,0.02,0.045,3213.0,11.9,0.7061,0.0136
0,1651609057,290784162,0.66,0.01,0.026,3090.0,11.9,0.7061,0.0136
0,1651609057,336415955,-0.77,-0.01,0.028,2648.0,11.8,0.7061,0.0136
0,1651609057,396465440,0.59,0.01,0.025,2697.0,11.9,0.7061,0.0136
0,1651609057,430758398,-0.22,0.0,0.021,2374.0,11.8,0.7061,0.0136
0,1651609057,490534600,0.15,0.0,0.023,2226.0,11.8,0.7061,0.0136
0,1651609057,550935097,-0.24,0.0,0.02,1852.0,11.8,0.7061,0.0136
0,1651609057,598256129,0.13,0.0,0.017,1689.0,11.8,0.7061,0.0136
0,1651609057,631807701,0.77,0.0,0.007,1380.0,11.9,0.7061,0.0136
0,1651609057,695973016,-0.13,0.0,0.002,824.0,11.8,0.7061,0.0136
0,1651609057,731765225,-0.06,0.0,0.002,622.0,11.9,0.7061,0.0136
0,1651609057,795673768,-0.03,0.0,0.003,388.0,11.8,0.7061,0.0136
0,1651609057,836145751,-0.04,0.0,0.003,264.0,11.8,0.7061,0.0136
0,1651609057,896067234,-0.04,0.0,0.003,151.0,11.9,0.7061,0.0136
0,1651609057,936997207,-0.01,0.0,-0.003,102.0,11.8,0.7061,0.0136
0,1651609057,976649466,0.03,0.0,-0.003,65.0,11.9,0.7061,0.0136
0,1651609058,36221057,-0.01,0.0,0.003,35.0,11.9,0.7061,0.0136
0,1651609058,95929418,0.0,0.0,0.003,22.0,11.9,0.7061,0.0136
0,1651609058,140429100,53.87,5.74,-0.238,-1136.0,11.7,0.7064,0.0136
0,1651609058,175970011,50.3,6.95,-0.191,-2868.0,11.7,0.7069,0.0136
