,s,ns,cM,cI,DC,RPM,VI,ED,ER
0,1651609058,236082633,30.25,3.91,-0.128,-5177.0,11.8,0.7077,0.0136
0,1651609058,270842925,29.78,3.93,-0.169,-6263.0,11.8,0.7082,0.0136
0,1651609058,335860826,25.6,3.58,-0.149,-7763.0,11.9,0.7089,0.0136
0,1651609058,376061509,23.94,3.4,-0.17,-8558.0,11.8,0.7093,0.0136
0,1651609058,437622534,14.6,2.05,-0.148,-9669.0,11.8,0.7098,0.0136
0,1651609058,495538199,9.59,1.31,-0.157,-10566.0,11.8,0.7101,0.0136
0,1651609058,532920765,9.56,1.33,-0.164,-11115.0,11.9,0.7103,0.0136
0,1651609058,575845836,8.28,1.16,-0.159,-11522.0,11.8,0.7104,0.0136
0,1651609058,636504897,8.23,1.17,-0.168,-12030.0,11.9,0.7107,0.0136
0,1651609058,696082439,6.44,0.89,-0.154,-12434.0,11.8,0.7109,0.0136
0,1651609058,735918798,9.68,1.45,-0.17,-12492.0,11.8,0.711,0.0136
0,1651609058,790818552,5.7,0.81,-0.173,-12629.0,11.8,0.7111,0.0136
0,1651609058,835740224,7.62,1.08,-0.157,-12699.0,11.9,0.7113,0.0136
0,1651609058,890572521,6.34,0.89,-0.165,-12736.0,11.8,0.7115,0.0136
0,1651609058,931112504,7.73,1.1,-0.166,-12794.0,11.9,0.7116,0.0136
0,1651609058,995824290,6.95,0.99,-0.162,-12841.0,11.9,0.7118,0.0136
0,1651609059,37768771,6.55,0.92,-0.169,-12850.0,11.8,0.712,0.0136
0,1651609059,99461254,6.69,0.95,-0.166,-12901.0,11.8,0.7121,0.0136
0,1651609059,132170351,5.07,0.7,-0.164,-12926.0,11.8,0.7122,0.0136
0,1651609059,196104527,5.27,0.74,-0.167,-12956.0,11.9,0.7124,0.0136
0,1651609059,235965301,5.25,0.73,-0.165,-12996.0,11.8,0.7125,0.0136
0,1651609059,295891681,8.17,1.19,-0.166,-12926.0,11.8,0.7126,0.0136
0,1651609059,351870393,2.74,0.35,-0.161,-12749.0,11.8,0.7127,0.0136
0,1651609059,391675518,5.43,0.7,-0.146,-12379.0,11.9,0.7128,0.0136
0,1651609059,450606525,-0.3,-0.02,-0.148,-12063.0,11.9,0.7128,0.0136
0,1651609059,496564339,0.99,0.08,-0.141,-11874.0,11.9,0.7128,0.0136
0,1651609059,556084825,1.63,0.14,-0.139,-11646.0,11.9,0.7128,0.0136
0,1651609059,596659657,3.59,0.41,-0.139,-11472.0,11.8,0.7129,0.0136
0,1651609059,650456964,3.4,0.36,-0.133,-11151.0,11.9,0.7129,0.0136
0,1651609059,698358483,3.1,0.33,-0.13,-10960.0,11.9,0.713,0.0136
0,1651609059,754608655,3.08,0.33,-0.131,-10749.0,11.9,0.713,0.0136
0,1651609059,795967369,4.76,0.54,-0.133,-10634.0,11.8,0.7131,0.0136
0,1651609059,855539504,8.33,0.96,-0.133,-10430.0,12.0,0.7132,0.0136
0,1651609059,910575035,8.08,0.92,-0.13,-10267.0,11.9,0.7134,0.0136
0,1651609059,956575314,2.2,0.19,-0.108,-10089.0,11.8,0.7135,0.0136
0,1651609060,210824797,8.25,1.08,-0.164,-11735.0,11.8,0.7149,0.0136
0,1651609060,270693831,1.17,0.07,-0.107,-11334.0,11.9,0.7152,0.0136
0,1651609060,316131350,1.33,0.12,-0.14,-11466.0,11.8,0.7153,0.0136
0,1651609060,378090332,-1.18,-0.09,-0.145,-11275.0,11.8,0.7153,0.0136
0,1651609060,411573520,1.03,0.05,-0.13,-11306.0,11.9,0.7153,0.0136
0,1651609060,473549430,0.16,0.0,-0.127,-10944.0,11.9,0.7153,0.0136
0,1651609060,512349678,-0.36,-0.01,-0.124,-10711.0,11.9,0.7153,0.0136
0,1651609060,570634116,-0.12,0.0,-0.112,-10244.0,11.8,0.7153,0.0136
0,1651609060,611834812,-0.44,-0.02,-0.116,-9972.0,11.9,0.7153,0.0136
0,1651609060,671253441,1.0,0.04,-0.101,-9618.0,11.9,0.7153,0.0136
0,1651609060,711626158,-0.67,-0.04,-0.095,-8954.0,11.9,0.7153,0.0136
0,1651609060,776872799,1.46,0.12,-0.115,-9228.0,11.9,0.7153,0.0136
0,1651609060,816053404,7.6,0.8,-0.108,-9118.0,11.8,0.7154,0.0136
0,1651609060,855782561,28.91,5.73,-0.185,-10557.0,11.8,0.7161,0.0136
0,1651609060,910905326,24.0,4.46,-0.198,-11911.0,11.8,0.7171,0.0136
0,1651609060,975797978,15.1,3.17,-0.154,-13767.0,11.8,0.7182,0.0136
0,1651609061,38547562,10.16,1.69,-0.195,-14678.0,11.8,0.7191,0.0136
0,1651609061,76792251,20.96,5.03,-0.343,-14786.0,11.7,0.7193,0.0136
0,1651609061,135711962,28.4,7.23,-0.308,-16248.0,11.8,0.7205,0.0136
0,1651609061,190824167,5.13,0.88,-0.215,-16379.0,11.8,0.7211,0.0136
0,1651609061,275911833,0.94,0.08,-0.196,-15817.0,11.8,0.7211,0.0136
0,1651609061,336556878,-0.31,-0.01,-0.186,-15616.0,11.8,0.7211,0.0136
0,1651609061,395893746,12.93,2.36,-0.206,-16701.0,11.9,0.7218,0.0136
0,1651609061,430579445,1.21,0.11,-0.151,-15830.0,11.8,0.7218,0.0136
0,1651609061,493122882,0.91,0.08,-0.181,-15181.0,11.8,0.7218,0.0136
0,1651609061,530618346,-0.33,-0.02,-0.168,-14796.0,11.9,0.7218,0.0136
0,1651609061,591537602,1.59,0.19,-0.168,-15125.0,11.9,0.722,0.0136
0,1651609061,657706207,1.67,0.16,-0.143,-13873.0,11.9,0.722,0.0136
0,1651609061,715909076,1.53,0.16,-0.163,-13606.0,11.9,0.7221,0.0137
0,1651609061,755885436,0.95,0.05,-0.132,-13029.0,11.9,0.7221,0.0137
0,1651609061,810369505,20.38,4.64,-0.315,-13761.0,11.8,0.7224,0.0137
0,1651609061,857386372,7.27,1.04,-0.188,-14218.0,11.8,0.7228,0.0137
0,1651609061,916139488,4.42,0.58,-0.151,-13685.0,11.8,0.723,0.0137
0,1651609061,950824547,2.76,0.33,-0.154,-13230.0,11.9,0.7231,0.0137
0,1651609061,998067082,10.93,2.17,-0.275,-12967.0,11.7,0.7232,0.0137
0,1651609062,50753975,11.39,1.88,-0.201,-15012.0,11.8,0.7243,0.0137
0,1651609062,96018372,8.59,1.38,-0.178,-14856.0,11.9,0.7245,0.0137
0,1651609062,156708985,8.46,1.53,-0.171,-15378.0,11.8,0.7251,0.0137
0,1651609062,214294054,7.68,1.41,-0.187,-15893.0,11.8,0.7257,0.0137
0,1651609062,255688896,3.16,0.47,-0.183,-15795.0,11.8,0.7258,0.0137
0,1651609062,296128078,5.68,0.94,-0.186,-15646.0,11.9,0.726,0.0137
0,1651609062,356012505,5.62,0.9,-0.186,-15490.0,11.8,0.7261,0.0137
0,1651609062,395668477,6.29,1.01,-0.202,-14975.0,11.8,0.7262,0.0137
0,1651609062,458806866,26.24,7.54,-0.347,-16517.0,11.7,0.7266,0.0137
0,1651609062,496521245,28.0,7.04,-0.211,-17366.0,11.9,0.7275,0.0137
0,1651609062,555665950,9.07,1.66,-0.207,-16835.0,11.9,0.7278,0.0137
0,1651609062,614187383,6.29,1.11,-0.212,-16412.0,11.8,0.7279,0.0137
0,1651609062,650690482,6.82,1.18,-0.198,-16300.0,11.8,0.7281,0.0137
0,1651609062,696119265,16.1,3.86,-0.222,-17035.0,11.8,0.7284,0.0137
0,1651609062,757143418,17.08,3.53,-0.238,-17145.0,11.8,0.7292,0.0137
0,1651609062,790494892,10.54,2.02,-0.214,-17125.0,11.8,0.7294,0.0137
0,1651609062,856334660,6.91,1.26,-0.214,-16968.0,11.9,0.7296,0.0137
0,1651609062,896482191,5.06,0.89,-0.204,-16894.0,11.9,0.7297,0.0137
0,1651609062,951477402,4.67,0.81,-0.209,-16775.0,11.9,0.7299,0.0137
0,1651609062,991714469,7.78,1.42,-0.214,-16714.0,11.8,0.7301,0.0137
0,1651609063,56790068,2.2,0.31,-0.175,-16283.0,11.8,0.7303,0.0137
0,1651609063,111396826,1.84,0.25,-0.173,-15927.0,11.9,0.7304,0.0137
0,1651609063,157422032,2.99,0.44,-0.189,-15664.0,11.8,0.7306,0.0137
0,1651609063,192226165,3.86,0.61,-0.196,-15262.0,11.8,0.7307,0.0137
0,1651609063,254934629,19.14,4.31,-0.193,-15653.0,11.9,0.7312,0.0137
0,1651609063,290991994,9.68,1.74,-0.173,-15395.0,11.9,0.7314,0.0137
0,1651609063,356059976,8.87,1.47,-0.187,-15082.0,11.8,0.7316,0.0137
0,1651609063,416216150,2.64,0.35,-0.171,-14747.0,11.9,0.7318,0.0137
0,1651609063,452077161,8.13,1.35,-0.21,-14771.0,11.8,0.732,0.0137
0,1651609063,515879943,8.35,1.34,-0.195,-14815.0,11.8,0.7325,0.0137
0,1651609063,551463221,10.04,2.06,-0.268,-15021.0,11.8,0.7327,0.0137
0,1651609063,610782713,17.67,4.52,-0.198,-17367.0,11.9,0.7343,0.0137
0,1651609063,657222549,7.12,1.38,-0.201,-17529.0,11.8,0.7348,0.0137
0,1651609063,710563563,3.85,0.63,-0.201,-17150.0,11.8,0.735,0.0137
0,1651609063,755994938,1.91,0.29,-0.198,-17294.0,11.9,0.7352,0.0137
0,1651609063,811868432,7.49,1.52,-0.221,-17820.0,11.9,0.7356,0.0137
0,1651609063,855706314,8.38,1.63,-0.199,-17585.0,11.8,0.7358,0.0137
0,1651609063,890786003,24.03,6.63,-0.334,-18041.0,11.6,0.7363,0.0137
0,1651609063,955915138,8.75,2.21,-0.318,-18964.0,11.8,0.7377,0.0137
0,1651609063,993532651,26.98,7.94,-0.312,-20179.0,11.8,0.7386,0.0137
0,1651609064,51546270,11.34,2.67,-0.256,-20563.0,11.8,0.7393,0.0137
0,1651609064,92914616,5.57,1.19,-0.246,-20489.0,11.8,0.7395,0.0137
0,1651609064,155768905,1.27,0.15,-0.206,-19861.0,11.8,0.7397,0.0137
0,1651609064,197073506,-0.19,-0.02,-0.229,-19393.0,11.8,0.7397,0.0137
0,1651609064,236113182,0.23,0.02,-0.223,-19169.0,11.9,0.7397,0.0137
0,1651609064,297824097,7.35,1.86,-0.237,-20179.0,11.8,0.7401,0.0137
0,1651609064,350785169,29.53,9.02,-0.322,-20150.0,11.8,0.7407,0.0137
0,1651609064,396290017,32.99,10.04,-0.355,-20648.0,11.8,0.7416,0.0137
0,1651609064,453002179,1.81,0.32,-0.238,-20744.0,11.9,0.7423,0.0137
0,1651609064,495969490,3.97,0.8,-0.249,-20371.0,11.9,0.7424,0.0137
0,1651609064,550747226,0.66,0.04,-0.196,-19223.0,11.8,0.7426,0.0137
0,1651609064,591085703,1.13,0.14,-0.219,-18975.0,11.9,0.7426,0.0137
0,1651609064,656206262,0.75,0.06,-0.207,-18372.0,11.8,0.7426,0.0137
0,1651609064,691760356,0.09,0.01,-0.205,-17934.0,11.9,0.7426,0.0137
0,1651609064,751030727,27.23,7.15,-0.32,-19315.0,11.7,0.7435,0.0137
0,1651609064,803363312,4.49,0.83,-0.226,-19516.0,11.8,0.7443,0.0137
0,1651609064,856108926,4.67,0.9,-0.194,-19511.0,11.7,0.7447,0.0137
0,1651609064,895958340,5.26,1.06,-0.201,-19608.0,11.9,0.7452,0.0137
0,1651609064,951068497,8.09,1.61,-0.24,-18881.0,11.9,0.7455,0.0137
0,1651609065,18315387,13.07,2.76,-0.242,-19136.0,11.8,0.746,0.0137
0,1651609065,56151080,7.73,1.51,-0.23,-18767.0,11.9,0.7461,0.0137
0,1651609065,98193610,16.97,4.38,-0.294,-18824.0,11.8,0.7462,0.0137
0,1651609065,157676240,15.18,3.2,-0.244,-18709.0,11.8,0.7467,0.0137
0,1651609065,195950626,8.31,1.65,-0.235,-18446.0,11.9,0.7468,0.0137
0,1651609065,255706923,13.11,2.73,-0.242,-18781.0,11.8,0.7473,0.0137
0,1651609065,295884885,15.28,3.61,-0.224,-19287.0,11.8,0.7478,0.0137
0,1651609065,356336104,7.88,1.56,-0.224,-19370.0,11.9,0.7484,0.0137
0,1651609065,396570195,4.24,0.74,-0.213,-18926.0,11.9,0.7485,0.0137
0,1651609065,435774129,5.08,0.92,-0.227,-18420.0,11.9,0.7486,0.0137
0,1651609065,491790825,15.4,3.36,-0.272,-19587.0,11.8,0.7493,0.0137
0,1651609065,530857126,9.31,1.93,-0.236,-19373.0,11.9,0.7495,0.0137
0,1651609065,597206116,7.17,1.43,-0.232,-18947.0,11.8,0.7497,0.0137
0,1651609065,652310577,6.88,1.35,-0.227,-18639.0,11.7,0.7499,0.0137
0,1651609065,710760073,4.32,0.74,-0.216,-17833.0,11.9,0.7501,0.0137
0,1651609065,755773075,1.8,0.34,-0.255,-17740.0,11.8,0.7502,0.0137
0,1651609065,815682238,7.99,1.75,-0.285,-18286.0,11.7,0.7506,0.0137
0,1651609065,850746406,30.59,8.57,-0.375,-18974.0,11.6,0.7512,0.0137
0,1651609065,890711342,5.76,1.14,-0.23,-19866.0,11.9,0.7523,0.0137
0,1651609065,951097311,37.05,12.5,-0.423,-20881.0,11.6,0.7532,0.0137
0,1651609066,16703092,11.03,2.75,-0.295,-22088.0,11.8,0.7545,0.0137
0,1651609066,56589083,2.0,0.31,-0.226,-21606.0,11.9,0.7546,0.0137
0,1651609066,117848216,2.11,0.37,-0.236,-21153.0,11.9,0.7549,0.0137
0,1651609066,151071912,1.88,0.32,-0.223,-20743.0,11.9,0.7551,0.0137
0,1651609066,210798097,9.17,1.97,-0.252,-20144.0,11.9,0.7553,0.0137
0,1651609066,250764057,3.03,0.62,-0.225,-20393.0,11.8,0.7556,0.0137
0,1651609066,312006389,2.26,0.38,-0.216,-19728.0,11.8,0.7558,0.0137
0,1651609066,352841192,5.93,1.19,-0.233,-19398.0,11.9,0.756,0.0137
0,1651609066,415832380,16.23,4.34,-0.286,-19634.0,11.9,0.7564,0.0137
0,1651609066,454115469,10.79,2.34,-0.263,-19454.0,11.9,0.7565,0.0137
0,1651609066,511533752,4.91,0.85,-0.196,-18292.0,11.8,0.7567,0.0137
0,1651609066,555818392,-0.03,0.0,-0.212,-17959.0,11.9,0.7567,0.0137
0,1651609066,615809732,0.39,0.04,-0.202,-17524.0,11.8,0.7567,0.0137
0,1651609066,658896085,14.6,3.9,-0.202,-18746.0,11.8,0.7572,0.0137
0,1651609066,716066876,25.56,6.97,-0.258,-19353.0,11.8,0.7583,0.0137
0,1651609066,773378214,7.67,1.6,-0.253,-19318.0,11.8,0.759,0.0137
0,1651609066,816008944,5.97,1.2,-0.194,-19649.0,11.8,0.7596,0.0137
0,1651609066,875980508,7.53,1.61,-0.259,-19518.0,11.8,0.7599,0.0137
0,1651609066,914363951,7.61,1.57,-0.235,-19404.0,11.8,0.7601,0.0137
0,1651609066,955923852,6.84,1.42,-0.262,-18719.0,11.8,0.7602,0.0137
0,1651609067,15911832,5.86,1.11,-0.221,-18603.0,11.9,0.7604,0.0137
0,1651609067,77558490,3.69,0.66,-0.218,-18324.0,11.8,0.7606,0.0137
0,1651609067,111700086,3.42,0.62,-0.223,-18139.0,11.9,0.7606,0.0137
0,1651609067,175873081,1.36,0.15,-0.197,-17791.0,11.9,0.7608,0.0137
0,1651609067,212557110,-0.3,-0.02,-0.202,-17386.0,11.9,0.7608,0.0137
0,1651609067,250871080,2.41,0.38,-0.198,-17017.0,11.9,0.7608,0.0137
0,1651609067,311689055,6.05,1.05,-0.191,-17459.0,11.9,0.7612,0.0137
0,1651609067,376460810,22.18,5.46,-0.226,-17550.0,11.8,0.7617,0.0137
0,1651609067,411881078,5.47,0.95,-0.193,-17158.0,11.8,0.762,0.0137
0,1651609067,457557832,5.37,0.89,-0.214,-16700.0,11.9,0.7621,0.0137
0,1651609067,511364004,20.48,4.95,-0.222,-17428.0,11.8,0.7626,0.0137
0,1651609067,551030248,23.3,5.69,-0.286,-16997.0,11.8,0.763,0.0137
0,1651609067,610882834,3.57,0.63,-0.215,-18599.0,11.9,0.7642,0.0137
0,1651609067,671226787,6.62,1.27,-0.218,-18394.0,11.9,0.7644,0.0137
0,1651609067,715666373,3.71,0.67,-0.223,-18167.0,11.9,0.7645,0.0137
0,1651609067,751880348,5.89,1.12,-0.224,-18033.0,11.9,0.7647,0.0137
0,1651609067,811348834,6.13,1.16,-0.22,-17851.0,11.9,0.7649,0.0137
0,1651609067,850866692,4.9,0.9,-0.217,-17746.0,11.8,0.765,0.0137
0,1651609067,917096929,21.22,6.01,-0.372,-17921.0,11.7,0.7655,0.0137
0,1651609067,955799160,25.51,6.72,-0.307,-18820.0,11.9,0.766,0.0137
0,1651609068,12189078,18.73,4.94,-0.269,-19283.0,11.8,0.7669,0.0137
0,1651609068,70917490,15.02,4.06,-0.231,-19538.0,11.9,0.7674,0.0137
0,1651609068,116676709,9.04,1.94,-0.236,-19317.0,11.9,0.7677,0.0137
0,1651609068,173388966,6.57,1.38,-0.209,-19573.0,12.1,0.7682,0.0137
0,1651609068,216747546,30.64,9.42,-0.375,-20467.0,11.7,0.7691,0.0137
0,1651609068,271141374,4.87,1.3,-0.306,-23780.0,11.8,0.7715,0.0137
0,1651609068,310857218,10.41,2.73,-0.272,-23831.0,11.8,0.7717,0.0137
0,1651609068,353048743,1.5,0.19,-0.219,-22462.0,11.8,0.7718,0.0137
0,1651609068,415878264,-9.46,-1.44,-0.134,-21278.0,11.9,0.7722,0.0138
0,1651609068,450957120,-15.78,-1.78,-0.108,-18669.0,11.8,0.7722,0.0141
0,1651609068,514870208,-21.12,-1.36,-0.069,-14737.0,11.9,0.7722,0.0144
0,1651609068,574084994,-17.47,0.0,0.0,-9899.0,11.9,0.7722,0.0145
0,1651609068,611303142,-16.6,0.0,0.0,-7009.0,11.8,0.7722,0.0145
0,1651609068,670895245,-16.87,0.0,0.0,-4510.0,11.8,0.7722,0.0145
0,1651609068,731821093,31.39,7.28,-0.366,-5099.0,11.6,0.7725,0.0145
0,1651609068,796525103,25.34,5.01,-0.269,-10611.0,11.7,0.7739,0.0145
0,1651609068,856309176,29.99,5.27,-0.174,-11506.0,11.8,0.7748,0.0145
0,1651609068,898825153,19.36,3.11,-0.217,-11717.0,11.7,0.7752,0.0145
0,1651609068,951963060,5.35,0.75,-0.168,-12065.0,11.8,0.7756,0.0145
0,1651609069,15752402,6.44,0.82,-0.147,-12094.0,11.9,0.7758,0.0145
0,1651609069,76369222,-10.61,-1.03,-0.119,-11258.0,11.9,0.7758,0.0146
0,1651609069,116310606,-12.09,-0.96,-0.087,-10766.0,11.9,0.7758,0.0147
0,1651609069,191230492,-21.31,-0.52,0.0,-8867.0,11.8,0.7758,0.0149
0,1651609069,235669790,-16.85,0.0,0.0,-6725.0,11.8,0.7758,0.0149
0,1651609069,298010953,56.85,23.31,-0.531,-12611.0,11.5,0.7781,0.0149
0,1651609069,351662147,51.22,18.39,-0.444,-19517.0,11.6,0.7808,0.0149
0,1651609069,416801266,32.94,9.26,-0.306,-20695.0,11.7,0.7824,0.0149
0,1651609069,455757901,13.62,2.82,-0.19,-19283.0,11.8,0.7828,0.0149
0,1651609069,518016438,18.02,3.71,-0.177,-17238.0,11.9,0.7836,0.0149
0,1651609069,555664320,8.55,1.49,-0.203,-16116.0,11.8,0.784,0.0149
0,1651609069,611271379,3.92,0.59,-0.15,-15471.0,11.8,0.7843,0.0149
0,1651609069,671093693,-10.82,-1.13,-0.13,-13359.0,11.8,0.7843,0.015
0,1651609069,691274916,-10.96,-1.14,-0.113,-13022.0,11.8,0.7843,0.0151
0,1651609069,755842668,-15.8,-1.15,-0.079,-11651.0,11.8,0.7843,0.0153
0,1651609069,811214300,-25.54,-0.31,0.0,-9430.0,11.9,0.7843,0.0155
0,1651609069,850898464,-4.86,0.0,0.0,-6802.0,11.8,0.7843,0.0155
0,1651609069,911124687,35.08,8.11,-0.171,-9118.0,11.8,0.7849,0.0155
0,1651609069,970846552,2.77,0.17,-0.06,-8061.0,11.8,0.7853,0.0155
0,1651609070,10926913,20.72,3.3,-0.162,-8601.0,11.9,0.7855,0.0155
0,1651609070,56633524,35.99,6.8,-0.228,-9336.0,11.7,0.7861,0.0155
0,1651609070,113193843,24.29,4.87,-0.278,-10812.0,11.7,0.7871,0.0155
0,1651609070,150889470,21.5,4.04,-0.17,-11887.0,11.9,0.7878,0.0155
0,1651609070,212407838,16.62,3.2,-0.162,-12310.0,11.9,0.7881,0.0155
0,1651609070,255902867,12.29,2.13,-0.257,-11802.0,11.8,0.7883,0.0155
0,1651609070,310913887,13.27,1.97,-0.175,-12219.0,11.9,0.7887,0.0155
0,1651609070,376757111,4.75,0.7,-0.136,-13052.0,11.8,0.7889,0.0155
0,1651609070,411656669,0.59,0.02,-0.114,-12059.0,11.9,0.789,0.0155
0,1651609070,476844621,3.87,0.66,-0.202,-12141.0,11.8,0.789,0.0155
0,1651609070,516097291,9.92,1.84,-0.222,-13133.0,11.7,0.7892,0.0155
0,1651609070,575772372,7.01,1.39,-0.249,-14819.0,11.8,0.7905,0.0155
0,1651609070,611589957,6.85,1.03,-0.172,-14904.0,11.8,0.7909,0.0155
0,1651609070,677427582,0.78,0.05,-0.139,-13874.0,11.8,0.791,0.0155
0,1651609070,711063571,3.1,0.47,-0.203,-14481.0,11.9,0.7911,0.0155
0,1651609070,772589011,6.0,0.83,-0.157,-13972.0,11.8,0.7912,0.0155
0,1651609070,816246635,3.37,0.39,-0.149,-13494.0,11.9,0.7913,0.0155
0,1651609070,874749572,0.94,0.05,-0.151,-13020.0,11.9,0.7913,0.0155
0,1651609070,911895719,2.81,0.32,-0.145,-12709.0,11.9,0.7913,0.0155
0,1651609070,971183914,0.78,0.04,-0.144,-12513.0,11.8,0.7914,0.0155
0,1651609071,31767646,2.82,0.32,-0.142,-12191.0,11.8,0.7914,0.0155
0,1651609071,73288474,3.22,0.39,-0.147,-12005.0,11.9,0.7915,0.0155
0,1651609071,116475884,3.71,0.44,-0.143,-11870.0,11.8,0.7915,0.0155
0,1651609071,175593421,4.04,0.48,-0.143,-11686.0,11.9,0.7916,0.0155
0,1651609071,234930448,4.9,0.64,-0.123,-11865.0,11.8,0.7919,0.0155
0,1651609071,270893828,8.53,1.2,-0.131,-12061.0,11.8,0.7922,0.0155
0,1651609071,315979183,2.66,0.31,-0.14,-12114.0,11.9,0.7924,0.0155
0,1651609071,350740915,9.59,1.55,-0.205,-12242.0,11.7,0.7926,0.0155
0,1651609071,410718111,21.58,4.42,-0.208,-12723.0,11.7,0.793,0.0155
0,1651609071,475792301,9.13,1.2,-0.156,-11909.0,11.9,0.7932,0.0155
0,1651609071,512395337,-0.14,-0.01,-0.146,-11951.0,11.7,0.7932,0.0155
0,1651609071,576463786,0.93,0.05,-0.14,-12029.0,11.9,0.7932,0.0155
0,1651609071,612254460,-0.5,-0.03,-0.131,-11571.0,11.9,0.7932,0.0155
0,1651609071,651128693,-0.05,0.0,-0.144,-11620.0,11.8,0.7932,0.0155
0,1651609071,715914304,-9.75,-0.7,-0.085,-10278.0,11.9,0.7932,0.0156
0,1651609071,755645285,-11.52,-0.72,-0.068,-9524.0,11.8,0.7932,0.0157
0,1651609071,812911982,-23.27,0.0,0.0,-7474.0,11.8,0.7932,0.0158
0,1651609071,855885148,-0.16,0.0,0.0,-5258.0,11.9,0.7932,0.0158
0,1651609071,915827272,4.08,0.0,0.0,-3287.0,11.9,0.7932,0.0158
0,1651609071,956991135,-9.54,0.0,0.0,-2521.0,11.9,0.7932,0.0158
0,1651609071,995715287,-5.6,0.0,0.0,-1847.0,11.8,0.7932,0.0158
0,1651609072,55873285,0.6,0.0,0.0,-1120.0,11.8,0.7932,0.0158
0,1651609072,95633099,0.68,0.0,0.0,-803.0,11.9,0.7932,0.0158
0,1651609072,150747607,-0.61,0.0,0.0,-538.0,11.9,0.7932,0.0158
0,1651609072,198357923,-0.61,0.0,0.0,-441.0,11.8,0.7932,0.0158
0,1651609072,232753986,-0.62,0.0,0.0,-375.0,11.9,0.7932,0.0158
0,1651609072,290619667,0.6,0.0,0.0,-280.0,11.9,0.7932,0.0158
0,1651609072,336527752,0.61,0.0,0.0,-232.0,11.8,0.7932,0.0158
0,1651609072,396015693,0.62,0.0,0.0,-189.0,11.8,0.7932,0.0158
0,1651609072,436436251,0.46,0.0,0.0,-186.0,11.9,0.7932,0.0158
0,1651609072,491642633,-0.62,0.0,0.0,-215.0,11.8,0.7932,0.0158
0,1651609072,536092107,-0.61,0.0,0.0,-229.0,11.8,0.7932,0.0158
0,1651609072,590670033,0.61,0.0,0.0,-209.0,11.9,0.7932,0.0158
0,1651609072,631478084,0.59,0.0,0.0,-185.0,11.9,0.7932,0.0158
0,1651609072,695823465,0.61,0.0,0.0,-161.0,11.9,0.7932,0.0158
0,1651609072,731501913,0.61,0.0,0.0,-162.0,11.8,0.7932,0.0158
0,1651609072,796868651,-0.62,0.0,0.0,-191.0,11.8,0.7932,0.0158
0,1651609072,835645283,-0.61,0.0,0.0,-214.0,11.9,0.7932,0.0158
0,1651609072,876366453,-0.56,0.0,0.0,-219.0,11.9,0.7932,0.0158
0,1651609072,931343328,0.62,0.0,0.0,-192.0,11.9,0.7932,0.0158
0,1651609072,971486474,0.6,0.0,0.0,-174.0,11.9,0.7932,0.0158
0,1651609073,31341492,0.58,0.0,0.0,-159.0,11.9,0.7932,0.0158
0,1651609073,75950008,0.27,0.0,0.0,-166.0,11.9,0.7932,0.0158
0,1651609073,111695433,-0.61,0.0,0.0,-191.0,11.9,0.7932,0.0158
0,1651609073,179311001,-0.62,0.0,0.0,-222.0,11.8,0.7932,0.0158
0,1651609073,214539427,0.61,0.0,0.0,-213.0,11.9,0.7932,0.0158
0,1651609073,251397282,0.59,0.0,0.0,-192.0,11.8,0.7932,0.0158
0,1651609073,312982659,0.62,0.0,0.0,-167.0,11.9,0.7932,0.0158
0,1651609073,355818704,0.6,0.0,0.0,-158.0,11.9,0.7932,0.0158
0,1651609073,411017598,14.43,1.14,-0.099,-222.0,11.8,0.7932,0.0158
0,1651609073,455729924,11.45,0.94,-0.008,-2165.0,11.9,0.7937,0.0158
0,1651609073,515612431,25.89,2.91,-0.103,-3616.0,11.9,0.7942,0.0158
0,1651609073,550798680,21.62,2.48,-0.19,-4263.0,11.7,0.7944,0.0158
0,1651609073,596784302,15.18,1.24,-0.074,-4988.0,11.9,0.7947,0.0158
0,1651609073,635726473,9.79,0.7,-0.085,-4958.0,11.8,0.7949,0.0158
0,1651609073,690724180,3.73,0.2,-0.057,-5154.0,11.9,0.795,0.0158
0,1651609073,730816253,15.81,2.09,-0.076,-5963.0,11.8,0.7952,0.0158
0,1651609073,795672777,0.89,0.02,-0.053,-5470.0,11.9,0.7952,0.0158
0,1651609073,835992981,20.01,3.16,-0.182,-6113.0,11.8,0.7954,0.0158
0,1651609073,890682173,8.07,0.57,-0.077,-6299.0,11.9,0.7956,0.0158
0,1651609073,931137035,0.19,0.0,-0.063,-6011.0,11.9,0.7956,0.0158
0,1651609073,973583955,0.35,0.01,-0.084,-6301.0,11.9,0.7956,0.0158
0,1651609074,15857465,0.86,0.02,-0.068,-6278.0,11.9,0.7956,0.0158
0,1651609074,75921990,1.96,0.13,-0.079,-6494.0,11.9,0.7956,0.0158
0,1651609074,111358451,0.94,0.02,-0.052,-6087.0,11.9,0.7956,0.0158
0,1651609074,157149990,-1.34,-0.04,-0.061,-5415.0,11.8,0.7956,0.0158
0,1651609074,215735584,-14.66,0.0,0.0,-4640.0,11.9,0.7956,0.0158
0,1651609074,251856406,-13.94,0.0,0.0,-3380.0,11.9,0.7956,0.0158
0,1651609074,316007928,-6.1,0.0,0.0,-2212.0,11.9,0.7956,0.0158
0,1651609074,357290161,-3.75,0.0,0.0,-1676.0,11.9,0.7956,0.0158
0,1651609074,415884523,-0.45,0.0,0.0,-1001.0,11.8,0.7956,0.0158
